time,Open,High,Low,Close
2019-01-02 18:30:00,1.13298,1.13309,1.13273,1.1328
2019-01-02 19:00:00,1.13277,1.134,1.1325,1.13374
2019-01-02 19:30:00,1.1337,1.13444,1.13352,1.13438
2019-01-02 20:00:00,1.13441,1.13461,1.13406,1.13454
2019-01-02 20:30:00,1.13453,1.13478,1.13436,1.13458
2019-01-02 21:00:00,1.13458,1.13458,1.13401,1.1342
2019-01-02 21:30:00,1.1342,1.1348,1.13414,1.13447
2019-01-02 22:00:00,1.13431,1.13471,1.13336,1.13352
2019-01-02 22:30:00,1.13343,1.13386,1.13101,1.13303
2019-01-02 23:00:00,1.13471,1.13522,1.1333,1.13402
2019-01-02 23:30:00,1.13406,1.13446,1.13091,1.13125
2019-01-03 00:00:00,1.13122,1.13426,1.13098,1.13418
2019-01-03 00:30:00,1.13418,1.13468,1.13372,1.13398
2019-01-03 01:00:00,1.13402,1.13482,1.13399,1.13482
2019-01-03 01:30:00,1.13481,1.13526,1.13432,1.13484
2019-01-03 02:00:00,1.13481,1.13552,1.13462,1.13551
2019-01-03 02:30:00,1.13548,1.13616,1.13548,1.13582
2019-01-03 03:00:00,1.1358,1.13698,1.1357,1.13684
2019-01-03 03:30:00,1.1368,1.13716,1.13635,1.1365
2019-01-03 04:00:00,1.13647,1.1366,1.13608,1.1364
2019-01-03 04:30:00,1.1364,1.1368,1.13638,1.13673
2019-01-03 05:00:00,1.13672,1.13701,1.13616,1.13626
2019-01-03 05:30:00,1.13628,1.13649,1.13569,1.1361
2019-01-03 06:00:00,1.1361,1.13657,1.1355,1.13642
2019-01-03 06:30:00,1.13644,1.13768,1.13628,1.13724
2019-01-03 07:00:00,1.13724,1.13768,1.1362,1.13724
2019-01-03 07:30:00,1.13724,1.13765,1.13616,1.13696
2019-01-03 08:00:00,1.13696,1.13792,1.1354,1.13782
2019-01-03 08:30:00,1.13782,1.13838,1.13708,1.138
2019-01-03 09:00:00,1.138,1.13826,1.13732,1.13789
2019-01-03 09:30:00,1.13793,1.1384,1.13745,1.13758
2019-01-03 10:00:00,1.13758,1.13796,1.13658,1.13712
2019-01-03 10:30:00,1.13716,1.13744,1.13638,1.13686
2019-01-03 11:00:00,1.13686,1.13718,1.13511,1.13547
2019-01-03 11:30:00,1.13548,1.136,1.13404,1.13416
2019-01-03 12:00:00,1.13413,1.13493,1.13398,1.13482
2019-01-03 12:30:00,1.13478,1.13554,1.1343,1.13436
2019-01-03 13:00:00,1.1344,1.13546,1.13377,1.13506
2019-01-03 13:30:00,1.13506,1.13671,1.13504,1.13658
2019-01-03 14:00:00,1.13656,1.13724,1.13627,1.13661
2019-01-03 14:30:00,1.13664,1.13706,1.13614,1.13648
2019-01-03 15:00:00,1.13648,1.14096,1.13648,1.13931
2019-01-03 15:30:00,1.1393,1.14047,1.13852,1.13931
2019-01-03 16:00:00,1.13928,1.14112,1.13871,1.14066
2019-01-03 16:30:00,1.1407,1.1407,1.13877,1.13986
2019-01-03 17:00:00,1.13982,1.14045,1.13933,1.14017
2019-01-03 17:30:00,1.14014,1.14056,1.13952,1.13988
2019-01-03 18:00:00,1.13984,1.14068,1.13965,1.1404
2019-01-03 18:30:00,1.14036,1.14055,1.13976,1.14007
2019-01-03 19:00:00,1.1401,1.1404,1.13972,1.13986
2019-01-03 19:30:00,1.1399,1.14006,1.13832,1.13915
2019-01-03 20:00:00,1.13912,1.14016,1.13898,1.13997
2019-01-03 20:30:00,1.14,1.14012,1.13948,1.13984
2019-01-03 21:00:00,1.1398,1.13996,1.13963,1.13994
2019-01-03 21:30:00,1.13993,1.13995,1.13938,1.13942
2019-01-03 22:00:00,1.1393,1.14026,1.13884,1.13984
2019-01-03 22:30:00,1.13986,1.14023,1.13896,1.13938
2019-01-03 23:00:00,1.13934,1.13963,1.139,1.13941
2019-01-03 23:30:00,1.13944,1.13966,1.139,1.13902
2019-01-04 00:00:00,1.13906,1.13976,1.13895,1.13972
2019-01-04 00:30:00,1.13976,1.14056,1.13961,1.14056
2019-01-04 01:00:00,1.14056,1.1412,1.14044,1.1409
2019-01-04 01:30:00,1.1409,1.14104,1.14029,1.14041
2019-01-04 02:00:00,1.14042,1.14077,1.14022,1.14023
2019-01-04 02:30:00,1.14022,1.14026,1.13976,1.13976
2019-01-04 03:00:00,1.13972,1.13975,1.13881,1.13946
2019-01-04 03:30:00,1.13943,1.13988,1.13932,1.13984
2019-01-04 04:00:00,1.13982,1.13987,1.13901,1.13928
2019-01-04 04:30:00,1.13932,1.13963,1.1391,1.13944
2019-01-04 05:00:00,1.1394,1.13962,1.13927,1.13954
2019-01-04 05:30:00,1.13953,1.13984,1.13892,1.13902
2019-01-04 06:00:00,1.13902,1.13912,1.13862,1.13878
2019-01-04 06:30:00,1.13879,1.13941,1.13834,1.13934
2019-01-04 07:00:00,1.13937,1.14027,1.13922,1.14026
2019-01-04 07:30:00,1.14026,1.141,1.1398,1.14078
2019-01-04 08:00:00,1.14074,1.14168,1.14048,1.1406
2019-01-04 08:30:00,1.14058,1.14134,1.14024,1.14076
2019-01-04 09:00:00,1.14077,1.1419,1.14053,1.14128
2019-01-04 09:30:00,1.14132,1.14166,1.14025,1.14032
2019-01-04 10:00:00,1.14026,1.14047,1.13947,1.14038
2019-01-04 10:30:00,1.14034,1.14088,1.1399,1.1404
2019-01-04 11:00:00,1.14043,1.14144,1.14028,1.14108
2019-01-04 11:30:00,1.14104,1.14156,1.14102,1.14114
2019-01-04 12:00:00,1.14116,1.14122,1.14048,1.14122
2019-01-04 12:30:00,1.14126,1.14141,1.14048,1.14056
2019-01-04 13:00:00,1.1406,1.14079,1.13956,1.14046
2019-01-04 13:30:00,1.14048,1.14063,1.13638,1.13716
2019-01-04 14:00:00,1.13714,1.1373,1.13556,1.13573
2019-01-04 14:30:00,1.13576,1.13588,1.13462,1.13538
2019-01-04 15:00:00,1.13538,1.13968,1.13458,1.13921
2019-01-04 15:30:00,1.13924,1.1411,1.13872,1.14104
2019-01-04 16:00:00,1.14106,1.14176,1.14002,1.14006
2019-01-04 16:30:00,1.14006,1.1418,1.13997,1.14088
2019-01-04 17:00:00,1.14092,1.14119,1.13932,1.13974
2019-01-04 17:30:00,1.13978,1.14078,1.13966,1.14056
2019-01-04 18:00:00,1.14056,1.14109,1.14026,1.14082
2019-01-04 18:30:00,1.14078,1.14098,1.1404,1.14042
2019-01-04 19:00:00,1.14038,1.14038,1.13956,1.13996
2019-01-04 19:30:00,1.14,1.14031,1.13942,1.14
2019-01-04 20:00:00,1.13999,1.14044,1.1398,1.14017
2019-01-04 20:30:00,1.14018,1.1403,1.13959,1.1403
2019-01-04 21:00:00,1.14035,1.14036,1.1396,1.13981
2019-01-04 21:30:00,1.13977,1.14002,1.1395,1.13951
2019-01-06 22:00:00,1.13974,1.14061,1.13972,1.14014
2019-01-06 22:30:00,1.14013,1.14098,1.14012,1.14051
2019-01-06 23:00:00,1.1405,1.14129,1.14046,1.14078
2019-01-06 23:30:00,1.14074,1.1413,1.14072,1.14102
2019-01-07 00:00:00,1.14104,1.14112,1.14047,1.1406
2019-01-07 00:30:00,1.14064,1.14137,1.14062,1.14094
2019-01-07 01:00:00,1.14097,1.14119,1.1408,1.14113
2019-01-07 01:30:00,1.1411,1.14233,1.14105,1.14212
2019-01-07 02:00:00,1.14212,1.14212,1.14172,1.14196
2019-01-07 02:30:00,1.14196,1.14226,1.14192,1.14202
2019-01-07 03:00:00,1.14198,1.14224,1.14162,1.14211
2019-01-07 03:30:00,1.14214,1.14256,1.14203,1.14226
2019-01-07 04:00:00,1.14228,1.14301,1.14218,1.14277
2019-01-07 04:30:00,1.14278,1.14288,1.14203,1.14205
2019-01-07 05:00:00,1.14209,1.14248,1.14201,1.14235
2019-01-07 05:30:00,1.14234,1.14242,1.14205,1.14236
2019-01-07 06:00:00,1.14236,1.14268,1.14153,1.14255
2019-01-07 06:30:00,1.14258,1.14274,1.14144,1.14164
2019-01-07 07:00:00,1.14168,1.1422,1.14102,1.14128
2019-01-07 07:30:00,1.14126,1.14388,1.14126,1.14365
2019-01-07 08:00:00,1.14368,1.14402,1.14322,1.14358
2019-01-07 08:30:00,1.14356,1.1439,1.1428,1.14316
2019-01-07 09:00:00,1.14312,1.1448,1.14295,1.1445
2019-01-07 09:30:00,1.14452,1.14468,1.14402,1.14412
2019-01-07 10:00:00,1.14415,1.14452,1.1437,1.14412
2019-01-07 10:30:00,1.1441,1.14416,1.14352,1.1439
2019-01-07 11:00:00,1.14389,1.14401,1.14362,1.14383
2019-01-07 11:30:00,1.14379,1.14444,1.14335,1.14405
2019-01-07 12:00:00,1.14406,1.14458,1.14382,1.14448
2019-01-07 12:30:00,1.14444,1.14473,1.1437,1.14396
2019-01-07 13:00:00,1.14399,1.14526,1.14396,1.14518
2019-01-07 13:30:00,1.14516,1.1459,1.14474,1.14579
2019-01-07 14:00:00,1.14578,1.14687,1.14562,1.1462
2019-01-07 14:30:00,1.14623,1.14728,1.14602,1.1468
2019-01-07 15:00:00,1.14686,1.14711,1.14576,1.1467
2019-01-07 15:30:00,1.14667,1.14702,1.14538,1.14638
2019-01-07 16:00:00,1.14638,1.14702,1.14586,1.14668
2019-01-07 16:30:00,1.14672,1.14694,1.14602,1.14673
2019-01-07 17:00:00,1.14677,1.14702,1.14642,1.14677
2019-01-07 17:30:00,1.1468,1.14712,1.14641,1.1469
2019-01-07 18:00:00,1.14686,1.14827,1.14678,1.14768
2019-01-07 18:30:00,1.14768,1.14794,1.14725,1.14742
2019-01-07 19:00:00,1.14743,1.14826,1.14735,1.14794
2019-01-07 19:30:00,1.14794,1.148,1.1473,1.14796
2019-01-07 20:00:00,1.148,1.14805,1.14692,1.14704
2019-01-07 20:30:00,1.14706,1.1477,1.14704,1.1477
2019-01-07 21:00:00,1.1477,1.1477,1.14727,1.14764
2019-01-07 21:30:00,1.14763,1.14766,1.14723,1.14748
2019-01-07 22:00:00,1.14773,1.14773,1.14718,1.14718
2019-01-07 22:30:00,1.14718,1.14781,1.14718,1.14763
2019-01-07 23:00:00,1.14768,1.14806,1.14768,1.14796
2019-01-07 23:30:00,1.14794,1.14801,1.14788,1.1479
2019-01-08 00:00:00,1.14786,1.14848,1.14786,1.14786
2019-01-08 00:30:00,1.14786,1.14798,1.1467,1.1468
2019-01-08 01:00:00,1.14678,1.14696,1.14596,1.14598
2019-01-08 01:30:00,1.14602,1.14612,1.14471,1.14485
2019-01-08 02:00:00,1.14488,1.14505,1.14417,1.14502
2019-01-08 02:30:00,1.14503,1.14535,1.1448,1.14506
2019-01-08 03:00:00,1.1451,1.14518,1.14461,1.14463
2019-01-08 03:30:00,1.1446,1.14464,1.14352,1.14388
2019-01-08 04:00:00,1.14384,1.14388,1.14322,1.14374
2019-01-08 04:30:00,1.1437,1.14403,1.14362,1.1439
2019-01-08 05:00:00,1.1439,1.14424,1.14384,1.14418
2019-01-08 05:30:00,1.14414,1.14443,1.14408,1.14438
2019-01-08 06:00:00,1.14438,1.14556,1.1441,1.14519
2019-01-08 06:30:00,1.14518,1.14525,1.14457,1.14458
2019-01-08 07:00:00,1.1446,1.1453,1.14332,1.14429
2019-01-08 07:30:00,1.14428,1.14478,1.14358,1.14438
2019-01-08 08:00:00,1.14438,1.14486,1.14336,1.14446
2019-01-08 08:30:00,1.14442,1.14509,1.1441,1.14491
2019-01-08 09:00:00,1.14488,1.1458,1.14476,1.14558
2019-01-08 09:30:00,1.14562,1.14612,1.14498,1.14521
2019-01-08 10:00:00,1.1452,1.1452,1.14344,1.14445
2019-01-08 10:30:00,1.14444,1.14498,1.14438,1.14458
2019-01-08 11:00:00,1.14458,1.14528,1.14422,1.1446
2019-01-08 11:30:00,1.14462,1.14696,1.14452,1.14658
2019-01-08 12:00:00,1.14654,1.1468,1.14573,1.14585
2019-01-08 12:30:00,1.14589,1.14604,1.1443,1.14498
2019-01-08 13:00:00,1.14495,1.14498,1.14354,1.14416
2019-01-08 13:30:00,1.14416,1.14438,1.14219,1.14276
2019-01-08 14:00:00,1.14276,1.14354,1.14244,1.14342
2019-01-08 14:30:00,1.14341,1.14441,1.14308,1.14387
2019-01-08 15:00:00,1.14388,1.14424,1.14258,1.14341
2019-01-08 15:30:00,1.1434,1.14436,1.14301,1.14416
2019-01-08 16:00:00,1.14412,1.14488,1.14397,1.14438
2019-01-08 16:30:00,1.1444,1.14485,1.14362,1.14432
2019-01-08 17:00:00,1.14436,1.14474,1.14396,1.14448
2019-01-08 17:30:00,1.14448,1.14555,1.14441,1.14545
2019-01-08 18:00:00,1.14548,1.14594,1.14464,1.14466
2019-01-08 18:30:00,1.1447,1.14512,1.14404,1.14411
2019-01-08 19:00:00,1.14413,1.14446,1.1439,1.14411
2019-01-08 19:30:00,1.14412,1.14442,1.14393,1.14424
2019-01-08 20:00:00,1.14422,1.14424,1.14366,1.14382
2019-01-08 20:30:00,1.14379,1.14407,1.1436,1.14406
2019-01-08 21:00:00,1.14405,1.14419,1.14389,1.14408
2019-01-08 21:30:00,1.14404,1.1442,1.14375,1.14417
2019-01-08 22:00:00,1.14417,1.14436,1.14402,1.1441
2019-01-08 22:30:00,1.14412,1.1442,1.14364,1.14414
2019-01-08 23:00:00,1.14415,1.14478,1.14415,1.14474
2019-01-08 23:30:00,1.1447,1.14578,1.14466,1.14575
2019-01-09 00:00:00,1.14578,1.14622,1.1454,1.14582
2019-01-09 00:30:00,1.1458,1.14584,1.14542,1.14562
2019-01-09 01:00:00,1.14558,1.14586,1.14556,1.14566
2019-01-09 01:30:00,1.1457,1.14664,1.1457,1.14576
2019-01-09 02:00:00,1.14577,1.14605,1.14508,1.14508
2019-01-09 02:30:00,1.1451,1.14559,1.14486,1.14517
2019-01-09 03:00:00,1.1452,1.14594,1.14517,1.14554
2019-01-09 03:30:00,1.14551,1.14598,1.14542,1.14542
2019-01-09 04:00:00,1.14544,1.14558,1.14522,1.14536
2019-01-09 04:30:00,1.14538,1.146,1.14537,1.146
2019-01-09 05:00:00,1.146,1.14634,1.14574,1.14584
2019-01-09 05:30:00,1.14583,1.14641,1.14572,1.14609
2019-01-09 06:00:00,1.14609,1.1465,1.14556,1.14632
2019-01-09 06:30:00,1.14628,1.1464,1.14566,1.14587
2019-01-09 07:00:00,1.14588,1.14678,1.14542,1.14662
2019-01-09 07:30:00,1.14662,1.14785,1.14636,1.1466
2019-01-09 08:00:00,1.14659,1.14726,1.1461,1.14638
2019-01-09 08:30:00,1.14641,1.14758,1.14622,1.14632
2019-01-09 09:00:00,1.14632,1.14694,1.14566,1.14682
2019-01-09 09:30:00,1.14679,1.14714,1.14559,1.14606
2019-01-09 10:00:00,1.14606,1.14634,1.14563,1.14576
2019-01-09 10:30:00,1.1458,1.14588,1.14454,1.14522
2019-01-09 11:00:00,1.14526,1.14556,1.1446,1.14476
2019-01-09 11:30:00,1.14476,1.14564,1.1439,1.14561
2019-01-09 12:00:00,1.14564,1.14564,1.14472,1.145
2019-01-09 12:30:00,1.145,1.14589,1.14462,1.14506
2019-01-09 13:00:00,1.14509,1.14583,1.14478,1.14514
2019-01-09 13:30:00,1.14518,1.14643,1.14492,1.14623
2019-01-09 14:00:00,1.1462,1.14753,1.14616,1.14678
2019-01-09 14:30:00,1.14674,1.15258,1.14667,1.15246
2019-01-09 15:00:00,1.15243,1.15404,1.15216,1.15298
2019-01-09 15:30:00,1.15299,1.15312,1.15086,1.15104
2019-01-09 16:00:00,1.151,1.15266,1.15096,1.15216
2019-01-09 16:30:00,1.15212,1.15377,1.152,1.15241
2019-01-09 17:00:00,1.15238,1.15315,1.15212,1.15315
2019-01-09 17:30:00,1.15315,1.15348,1.15272,1.15328
2019-01-09 18:00:00,1.15332,1.15372,1.15288,1.15326
2019-01-09 18:30:00,1.15326,1.15406,1.15303,1.15364
2019-01-09 19:00:00,1.15362,1.15584,1.15294,1.15472
2019-01-09 19:30:00,1.15468,1.15491,1.15342,1.15432
2019-01-09 20:00:00,1.15433,1.15491,1.15426,1.15468
2019-01-09 20:30:00,1.15469,1.15546,1.15447,1.15544
2019-01-09 21:00:00,1.15548,1.15552,1.15468,1.15472
2019-01-09 21:30:00,1.15472,1.15486,1.1542,1.15426
2019-01-09 22:00:00,1.1542,1.15483,1.154,1.1544
2019-01-09 22:30:00,1.15439,1.15505,1.15426,1.15497
2019-01-09 23:00:00,1.15497,1.15544,1.1548,1.15501
2019-01-09 23:30:00,1.15498,1.1555,1.1549,1.15541
2019-01-10 00:00:00,1.15542,1.1559,1.15506,1.1551
2019-01-10 00:30:00,1.15507,1.15579,1.15507,1.15553
2019-01-10 01:00:00,1.15554,1.1561,1.1544,1.1547
2019-01-10 01:30:00,1.15466,1.15546,1.15435,1.15542
2019-01-10 02:00:00,1.15538,1.15546,1.15488,1.15501
2019-01-10 02:30:00,1.15505,1.15564,1.15496,1.15548
2019-01-10 03:00:00,1.15547,1.15683,1.15547,1.15644
2019-01-10 03:30:00,1.1564,1.15702,1.15634,1.15694
2019-01-10 04:00:00,1.1569,1.1569,1.15631,1.15631
2019-01-10 04:30:00,1.15627,1.15636,1.15584,1.15585
2019-01-10 05:00:00,1.15585,1.15588,1.15536,1.15541
2019-01-10 05:30:00,1.15544,1.1563,1.15538,1.15608
2019-01-10 06:00:00,1.15608,1.15613,1.15544,1.15546
2019-01-10 06:30:00,1.15544,1.15593,1.15511,1.15522
2019-01-10 07:00:00,1.15522,1.15562,1.15428,1.15516
2019-01-10 07:30:00,1.15512,1.15556,1.15345,1.15409
2019-01-10 08:00:00,1.1541,1.1558,1.15372,1.1545
2019-01-10 08:30:00,1.1545,1.15508,1.15284,1.15293
2019-01-10 09:00:00,1.15291,1.15334,1.15214,1.15251
2019-01-10 09:30:00,1.15247,1.15276,1.15195,1.15246
2019-01-10 10:00:00,1.15245,1.15325,1.15194,1.15198
2019-01-10 10:30:00,1.15194,1.15316,1.15176,1.15278
2019-01-10 11:00:00,1.15278,1.15395,1.15268,1.15359
2019-01-10 11:30:00,1.15356,1.15366,1.1526,1.15294
2019-01-10 12:00:00,1.15292,1.15356,1.15241,1.15329
2019-01-10 12:30:00,1.15328,1.15392,1.15284,1.15338
2019-01-10 13:00:00,1.15342,1.15454,1.15312,1.1538
2019-01-10 13:30:00,1.1538,1.15399,1.15193,1.15204
2019-01-10 14:00:00,1.15206,1.15307,1.15166,1.15214
2019-01-10 14:30:00,1.15216,1.15298,1.152,1.15258
2019-01-10 15:00:00,1.15255,1.15274,1.1515,1.15194
2019-01-10 15:30:00,1.15194,1.1526,1.1515,1.15226
2019-01-10 16:00:00,1.1523,1.15234,1.15116,1.15123
2019-01-10 16:30:00,1.15123,1.15216,1.15102,1.15166
2019-01-10 17:00:00,1.15166,1.15183,1.15055,1.15109
2019-01-10 17:30:00,1.15106,1.15128,1.14972,1.1506
2019-01-10 18:00:00,1.15064,1.15136,1.14846,1.14906
2019-01-10 18:30:00,1.14906,1.15038,1.14874,1.14982
2019-01-10 19:00:00,1.14982,1.15036,1.14953,1.15007
2019-01-10 19:30:00,1.15004,1.15058,1.14966,1.14996
2019-01-10 20:00:00,1.14993,1.15004,1.14952,1.14977
2019-01-10 20:30:00,1.1498,1.15,1.14952,1.1498
2019-01-10 21:00:00,1.14982,1.15006,1.14976,1.14986
2019-01-10 21:30:00,1.14986,1.15011,1.14977,1.15002
2019-01-10 22:00:00,1.14996,1.15012,1.1498,1.14986
2019-01-10 22:30:00,1.14984,1.15004,1.14968,1.14987
2019-01-10 23:00:00,1.14988,1.15052,1.14965,1.15052
2019-01-10 23:30:00,1.1505,1.15082,1.15046,1.15082
2019-01-11 00:00:00,1.15082,1.15166,1.1506,1.15138
2019-01-11 00:30:00,1.15139,1.1517,1.15101,1.15116
2019-01-11 01:00:00,1.15115,1.15161,1.1507,1.15084
2019-01-11 01:30:00,1.1508,1.15228,1.15076,1.15178
2019-01-11 02:00:00,1.15174,1.1519,1.15135,1.15179
2019-01-11 02:30:00,1.1518,1.1525,1.1518,1.15222
2019-01-11 03:00:00,1.1522,1.15256,1.1519,1.15256
2019-01-11 03:30:00,1.15255,1.15281,1.15234,1.15248
2019-01-11 04:00:00,1.15244,1.15296,1.15224,1.15293
2019-01-11 04:30:00,1.1529,1.15301,1.15257,1.15288
2019-01-11 05:00:00,1.15289,1.1531,1.15276,1.153
2019-01-11 05:30:00,1.15304,1.15308,1.1522,1.15254
2019-01-11 06:00:00,1.15254,1.15294,1.15224,1.15233
2019-01-11 06:30:00,1.1523,1.1523,1.15173,1.15228
2019-01-11 07:00:00,1.15232,1.15322,1.15231,1.15296
2019-01-11 07:30:00,1.15297,1.15312,1.15216,1.15262
2019-01-11 08:00:00,1.15259,1.153,1.15185,1.15202
2019-01-11 08:30:00,1.15198,1.15302,1.15176,1.15296
2019-01-11 09:00:00,1.15299,1.15299,1.15166,1.15181
2019-01-11 09:30:00,1.15182,1.15248,1.15168,1.152
2019-01-11 10:00:00,1.152,1.15251,1.15156,1.15244
2019-01-11 10:30:00,1.15242,1.15406,1.15203,1.15348
2019-01-11 11:00:00,1.15348,1.15348,1.1519,1.15236
2019-01-11 11:30:00,1.15236,1.15332,1.15234,1.1532
2019-01-11 12:00:00,1.15316,1.1536,1.15295,1.15338
2019-01-11 12:30:00,1.15337,1.15364,1.15222,1.15282
2019-01-11 13:00:00,1.15284,1.1534,1.15238,1.15272
2019-01-11 13:30:00,1.15264,1.15358,1.15202,1.15266
2019-01-11 14:00:00,1.15264,1.1527,1.14754,1.14884
2019-01-11 14:30:00,1.14882,1.14942,1.14582,1.147
2019-01-11 15:00:00,1.14699,1.14746,1.14621,1.14732
2019-01-11 15:30:00,1.14736,1.14812,1.14702,1.14778
2019-01-11 16:00:00,1.14781,1.14786,1.14708,1.1472
2019-01-11 16:30:00,1.14716,1.14796,1.14647,1.14783
2019-01-11 17:00:00,1.14786,1.1486,1.14779,1.14826
2019-01-11 17:30:00,1.14823,1.14854,1.14786,1.14826
2019-01-11 18:00:00,1.14826,1.1484,1.14752,1.14764
2019-01-11 18:30:00,1.14766,1.14776,1.14694,1.1471
2019-01-11 19:00:00,1.14714,1.14729,1.14677,1.14685
2019-01-11 19:30:00,1.14685,1.14698,1.14634,1.14652
2019-01-11 20:00:00,1.14652,1.14654,1.14582,1.14618
2019-01-11 20:30:00,1.1462,1.14657,1.1461,1.14628
2019-01-11 21:00:00,1.14624,1.14662,1.14616,1.1464
2019-01-11 21:30:00,1.14643,1.14708,1.14602,1.14687
2019-01-13 22:00:00,1.14609,1.14666,1.14592,1.14624
2019-01-13 22:30:00,1.14622,1.14658,1.14607,1.1465
2019-01-13 23:00:00,1.1465,1.14685,1.14596,1.14598
2019-01-13 23:30:00,1.14598,1.1463,1.14598,1.14599
2019-01-14 00:00:00,1.146,1.14656,1.146,1.14642
2019-01-14 00:30:00,1.14645,1.14664,1.14622,1.1463
2019-01-14 01:00:00,1.14626,1.14699,1.14626,1.14697
2019-01-14 01:30:00,1.14696,1.14773,1.14689,1.1476
2019-01-14 02:00:00,1.1476,1.14779,1.14722,1.14762
2019-01-14 02:30:00,1.14758,1.14766,1.14667,1.14667
2019-01-14 03:00:00,1.14664,1.14722,1.14662,1.14675
2019-01-14 03:30:00,1.14671,1.14688,1.14661,1.14685
2019-01-14 04:00:00,1.14688,1.14752,1.14688,1.1475
2019-01-14 04:30:00,1.14748,1.14762,1.14716,1.14762
2019-01-14 05:00:00,1.14765,1.14781,1.14749,1.1476
2019-01-14 05:30:00,1.14762,1.14814,1.14748,1.14787
2019-01-14 06:00:00,1.14787,1.14804,1.14722,1.1475
2019-01-14 06:30:00,1.14746,1.14756,1.14688,1.14746
2019-01-14 07:00:00,1.14746,1.14781,1.14542,1.14644
2019-01-14 07:30:00,1.14644,1.14813,1.14633,1.14798
2019-01-14 08:00:00,1.14794,1.1482,1.1465,1.14724
2019-01-14 08:30:00,1.14722,1.1479,1.1467,1.14752
2019-01-14 09:00:00,1.14752,1.14799,1.14677,1.14718
2019-01-14 09:30:00,1.14722,1.14732,1.14607,1.14624
2019-01-14 10:00:00,1.14625,1.14638,1.14508,1.14586
2019-01-14 10:30:00,1.14582,1.14659,1.14545,1.14618
2019-01-14 11:00:00,1.14622,1.14664,1.14528,1.14642
2019-01-14 11:30:00,1.14646,1.14736,1.14534,1.14704
2019-01-14 12:00:00,1.14702,1.14716,1.146,1.14643
2019-01-14 12:30:00,1.14646,1.14686,1.14556,1.14682
2019-01-14 13:00:00,1.14678,1.14704,1.14596,1.14626
2019-01-14 13:30:00,1.14626,1.14654,1.14565,1.14596
2019-01-14 14:00:00,1.14598,1.14643,1.14538,1.14574
2019-01-14 14:30:00,1.14575,1.14685,1.14572,1.14655
2019-01-14 15:00:00,1.14652,1.14726,1.14634,1.14647
2019-01-14 15:30:00,1.14644,1.14805,1.14624,1.14673
2019-01-14 16:00:00,1.1467,1.14784,1.1463,1.14774
2019-01-14 16:30:00,1.14774,1.14796,1.14718,1.14791
2019-01-14 17:00:00,1.14787,1.14799,1.14735,1.14767
2019-01-14 17:30:00,1.14771,1.14799,1.14737,1.14767
