,Open,High,Low,Close
2008-03-05,12264.1,12322.2,12011.1,12063.1
2008-03-06,12066.1,12115.6,11810.1,12063.9
2008-03-07,12066.9,12066.9,12047.9,12052.9
2008-03-09,11880.7,11934.1,11726.5,11755.5
2008-03-10,11754.5,12184.0,11746.6,12178.0
2008-03-11,12179.0,12301.6,12094.9,12118.9
2008-03-12,12122.9,12216.6,11879.6,12123.7
2008-03-13,12129.7,12286.2,11832.6,11979.6
2008-03-16,11962.3,12120.2,11705.5,11997.0
2008-03-17,11991.0,12397.7,11990.0,12389.7
2008-03-18,12387.7,12459.3,12089.6,12099.6
2008-03-19,12107.6,12373.9,12049.8,12327.0
2008-03-23,12326.1,12615.0,12317.1,12529.1
2008-03-24,12527.1,12602.1,12442.1,12506.1
2008-03-25,12503.1,12505.1,12368.2,12382.2
2008-03-26,12381.2,12479.2,12284.3,12329.3
2008-03-27,12331.3,12396.3,12187.4,12231.3
2008-03-30,12225.4,12321.4,12155.5,12256.5
2008-03-31,12253.5,12651.4,12191.5,12623.4
2008-04-01,12625.4,12689.4,12547.5,12592.5
2008-04-02,12591.5,12668.5,12524.5,12633.5
2008-04-03,12634.5,12753.5,12521.5,12604.5
2008-04-06,12605.6,12726.6,12558.7,12571.7
2008-04-07,12572.7,12613.7,12524.7,12606.7
2008-04-08,12608.7,12648.7,12461.8,12562.8
2008-04-09,12560.8,12643.8,12494.8,12596.8
2008-04-10,12597.8,12635.8,12292.9,12337.9
2008-04-13,12331.0,12360.0,12259.1,12320.1
2008-04-14,12319.1,12410.1,12261.1,12387.1
2008-04-15,12388.1,12666.1,12359.1,12648.1
2008-04-16,12650.1,12671.1,12559.1,12656.1
2008-04-17,12657.1,12894.1,12638.1,12803.1
2008-04-20,12815.2,12858.2,12749.3,12797.3
2008-04-21,12796.3,12834.3,12652.3,12737.3
2008-04-22,12739.3,12831.3,12682.4,12710.4
2008-04-23,12709.4,12938.4,12670.4,12818.4
2008-04-24,12815.4,12911.4,12735.5,12872.4
2008-04-27,12877.5,12929.6,12842.5,12875.6
2008-04-28,12873.6,12880.6,12794.6,12807.6
2008-04-29,12806.6,12997.6,12781.7,12800.7
2008-04-30,12799.7,13012.7,12778.7,12997.7
2008-05-01,13000.7,13130.7,12963.7,13058.7
2008-05-04,13040.8,13057.8,12923.9,12963.9
2008-05-05,12966.9,13037.9,12848.9,13034.9
2008-05-06,13029.9,13046.9,12785.0,12830.0
2008-05-07,12829.0,12898.0,12784.0,12794.0
2008-05-08,12793.0,12812.0,12703.1,12743.1
2008-05-11,12738.2,12895.2,12730.2,12865.2
2008-05-12,12864.2,12912.2,12773.3,12807.3
2008-05-13,12808.3,12992.3,12781.3,12877.3
2008-05-14,12873.3,12999.3,12856.3,12985.3
2008-05-15,12983.3,13031.4,12891.4,12980.4
2008-05-18,12984.5,13138.5,12960.5,13037.5
2008-05-19,13038.5,13044.5,12773.6,12837.6
2008-05-20,12838.6,12878.6,12570.7,12617.7
2008-05-21,12618.7,12670.7,12590.7,12603.7
2008-05-22,12604.7,12623.7,12458.8,12471.8
2008-05-25,12478.9,12498.9,12455.9,12477.9
2008-05-26,12478.9,12569.9,12438.9,12552.9
2008-05-27,12551.9,12613.0,12491.0,12581.0
2008-05-28,12582.0,12724.0,12549.0,12628.0
2008-05-29,12629.0,12686.0,12585.1,12617.1
2008-06-01,12626.2,12631.2,12420.2,12501.2
2008-06-02,12502.2,12550.2,12338.3,12396.3
2008-06-03,12393.3,12501.3,12342.3,12390.3
2008-06-04,12391.3,12627.3,12386.3,12619.3
2008-06-05,12618.3,12656.4,12186.4,12210.4
2008-06-08,12208.5,12333.5,12196.5,12292.5
2008-06-09,12289.5,12371.6,12171.5,12275.6
2008-06-10,12277.6,12332.6,12086.6,12105.6
2008-06-11,12106.6,12271.6,12080.7,12151.7
2008-06-12,12155.7,12321.7,12115.7,12303.7
2008-06-15,12295.8,12333.8,12210.8,12249.8
2008-06-16,12252.8,12348.9,12146.9,12177.9
2008-06-17,12173.9,12194.9,11994.9,12020.9
2008-06-18,12019.9,12114.0,11979.0,12050.0
2008-06-19,12054.0,12054.0,11835.7,11863.7
2008-06-22,11870.3,11931.2,11828.1,11840.0
2008-06-23,11839.0,11921.0,11740.7,11826.8
2008-06-24,11832.8,11934.8,11797.5,11807.5
2008-06-25,11805.5,11817.5,11463.8,11480.8
2008-06-26,11482.8,11529.8,11302.4,11372.5
2008-06-29,11382.0,11442.0,11290.8,11385.8
2008-06-30,11383.8,11412.7,11184.4,11399.6
2008-07-01,11397.6,11454.6,11208.2,11222.2
2008-07-02,11224.2,11338.2,11154.9,11295.1
2008-07-03,11303.1,11317.1,11250.9,11251.9
2008-07-06,11256.4,11399.5,11121.0,11232.2
2008-07-07,11228.2,11408.2,11097.9,11401.2
2008-07-08,11400.2,11426.1,11144.6,11150.6
2008-07-09,11151.6,11274.6,11087.4,11249.6
2008-07-10,11252.6,11294.6,10976.0,11104.2
2008-07-13,11103.8,11256.8,11002.5,11051.5
2008-07-14,11050.5,11125.4,10828.1,10940.2
2008-07-15,10938.2,11245.3,10864.0,11211.3
2008-07-16,11213.3,11454.4,11191.2,11365.3
2008-07-17,11367.3,11522.3,11317.1,11515.2
2008-07-20,11498.8,11576.8,11366.4,11367.4
2008-07-21,11366.4,11615.5,11349.3,11574.5
2008-07-22,11573.5,11693.4,11555.3,11613.3
2008-07-23,11614.3,11642.2,11341.8,11358.8
2008-07-24,11361.8,11438.7,11316.6,11321.6
2008-07-27,11343.2,11358.1,11118.8,11136.8
2008-07-28,11138.8,11389.8,11111.6,11380.8
2008-07-29,11379.8,11593.8,11369.7,11585.8
2008-07-30,11586.8,11610.7,11351.4,11371.4
2008-07-31,11370.4,11442.3,11254.1,11315.1
2008-08-03,11319.7,11371.5,11207.4,11282.5
2008-08-04,11286.5,11603.5,11268.4,11590.5
2008-08-05,11587.5,11681.4,11516.3,11632.3
2008-08-06,11631.3,11634.2,11409.9,11451.0
2008-08-07,11450.0,11756.0,11388.8,11698.0
2008-08-10,11694.5,11860.5,11663.4,11775.4
2008-08-11,11777.4,11792.2,11594.0,11663.1
2008-08-12,11662.1,11669.0,11450.8,11532.8
2008-08-13,11529.8,11718.7,11451.6,11637.6
2008-08-14,11635.6,11714.5,11602.4,11667.4
2008-08-17,11668.0,11718.9,11433.7,11507.7
2008-08-18,11509.7,11512.7,11318.4,11355.4
2008-08-19,11356.4,11457.3,11293.2,11414.2
2008-08-20,11417.2,11481.1,11311.0,11414.0
2008-08-21,11415.0,11642.0,11380.0,11623.9
2008-08-24,11622.5,11632.4,11362.2,11396.2
2008-08-25,11394.2,11441.0,11345.0,11421.0
2008-08-26,11422.0,11556.9,11370.8,11495.8
2008-08-27,11496.8,11715.7,11449.7,11702.7
2008-08-28,11700.7,11701.7,11531.4,11551.4
2008-08-31,11551.0,11577.8,11503.9,11563.8
2008-09-01,11563.8,11795.7,11469.5,11515.5
2008-09-02,11518.5,11566.4,11423.3,11546.3
2008-09-03,11549.3,11557.3,11185.0,11210.0
2008-09-04,11208.0,11248.8,11042.8,11225.8
2008-09-07,11342.4,11581.3,11316.3,11499.3
2008-09-08,11502.3,11584.1,11227.0,11235.0
2008-09-09,11239.0,11384.8,11192.9,11296.8
2008-09-10,11297.8,11472.6,11103.6,11472.6
2008-09-11,11471.6,11496.5,11284.5,11463.4
2008-09-14,11351.0,11351.0,10948.8,10958.8
2008-09-15,10967.8,11093.6,10738.6,10915.5
2008-09-16,10917.5,11147.5,10591.3,10671.3
2008-09-17,10681.3,11084.2,10465.2,10993.1
2008-09-18,10980.1,11574.9,10968.1,11322.8
2008-09-21,11292.7,11358.7,10965.0,11033.8
2008-09-22,11031.8,11111.8,10799.8,10848.7
2008-09-23,10852.7,11008.2,10719.4,10832.1
2008-09-24,10831.1,11098.6,10769.3,10976.0
2008-09-25,10974.0,11143.9,10770.9,11110.0
2008-09-28,11150.7,11168.6,10380.1,10407.0
2008-09-29,10406.0,10857.2,10396.1,10791.4
2008-09-30,10795.4,10873.5,10623.1,10849.6
2008-10-01,10847.6,10907.5,10442.0,10534.8
2008-10-02,10535.8,10797.4,10305.7,10334.6
2008-10-05,10312.4,10312.4,9524.6,9918.7
2008-10-06,9919.7,10119.4,9439.1,9502.0
2008-10-07,9497.0,9776.5,9100.3,9118.2
2008-10-08,9122.2,9445.7,8521.9,8585.8
2008-10-09,8586.8,8883.4,7862.7,8346.6
2008-10-12,8469.9,9495.9,8469.9,9468.0
2008-10-13,9467.0,9876.3,9066.1,9383.5
2008-10-14,9379.5,9379.6,8435.8,8465.8
2008-10-15,8463.8,8986.9,8176.6,8942.0
2008-10-16,8943.0,9263.6,8635.9,8737.8
2008-10-19,8783.3,9308.5,8682.5,9274.6
2008-10-20,9277.6,9289.6,8939.5,8966.5
2008-10-21,8967.5,9096.3,8293.1,8574.5
2008-10-22,8569.5,8767.5,8198.5,8754.5
2008-10-23,8755.5,8759.5,7965.1,8262.7
2008-10-26,8239.3,8561.9,7934.9,8025.9
2008-10-27,8024.9,9089.4,7946.1,9026.5
2008-10-28,9024.5,9329.2,8829.1,8893.0
2008-10-29,8892.0,9284.6,8885.0,9178.8
2008-10-30,9177.8,9410.7,9020.2,9294.9
2008-11-02,9280.6,9406.5,9211.0,9318.8
2008-11-03,9312.9,9611.7,9276.0,9550.8
2008-11-04,9552.8,9620.8,9069.8,9072.8
2008-11-05,9073.8,9166.9,8599.8,8694.7
2008-11-06,8687.7,8989.5,8647.9,8989.5
2008-11-09,9010.1,9198.0,8722.8,8868.6
2008-11-10,8867.6,8921.6,8523.3,8620.2
2008-11-11,8621.2,8767.1,8236.9,8269.9
2008-11-12,8268.9,8865.5,7936.5,8787.6
2008-11-13,8784.6,8902.7,8347.4,8347.4
2008-11-16,8380.9,8547.9,8220.3,8222.3
2008-11-17,8226.3,8520.3,8078.7,8455.4
2008-11-18,8457.4,8487.5,7963.1,7992.1
2008-11-19,7993.1,8165.2,7466.9,7549.8
2008-11-20,7552.8,8067.6,7430.1,7998.6
2008-11-23,8068.1,8578.9,7900.4,8358.1
2008-11-24,8360.1,8588.2,8261.5,8438.4
2008-11-25,8437.4,8709.4,8248.7,8680.5
2008-11-26,8679.5,8724.6,8595.6,8715.6
2008-11-27,8714.7,8817.9,8626.0,8813.9
2008-11-30,8815.5,8825.5,8123.2,8147.2
2008-12-01,8153.2,8443.3,8126.3,8417.3
2008-12-02,8416.3,8619.5,8225.6,8573.5
2008-12-03,8571.5,8628.7,8253.0,8379.9
2008-12-04,8378.9,8680.0,8115.2,8606.1
2008-12-07,8603.7,9021.8,8567.7,8826.9
2008-12-08,8827.9,8932.0,8644.2,8726.2
2008-12-09,8724.2,8877.4,8637.5,8716.5
2008-12-10,8715.5,8807.7,8508.8,8534.8
2008-12-11,8528.8,8701.1,8230.0,8682.1
2008-12-14,8673.7,8753.7,8465.9,8602.9
2008-12-15,8605.0,8959.2,8567.1,8907.2
2008-12-16,8914.2,8961.5,8714.4,8825.5
2008-12-17,8813.5,8892.7,8523.8,8701.8
2008-12-18,8699.8,8822.7,8550.7,8595.0
2008-12-21,8600.7,8676.1,8389.8,8587.0
2008-12-22,8588.0,8634.0,8409.3,8449.5
2008-12-23,8447.5,8516.4,8415.9,8477.1
2008-12-25,8493.2,8547.4,8474.9,8521.1
2008-12-28,8514.7,8567.7,8362.3,8533.2
2008-12-29,8536.3,8704.6,8493.5,8691.5
2008-12-30,8692.5,8848.9,8675.1,8706.0
2009-01-01,8768.3,9070.8,8765.2,9003.4
2009-01-04,8989.9,9037.6,8889.8,8955.1
2009-01-05,8953.1,9090.2,8937.9,8977.6
2009-01-06,8979.6,9007.6,8718.6,8799.0
2009-01-07,8803.0,8804.9,8649.7,8739.0
2009-01-08,8741.0,8794.9,8556.4,8574.5
2009-01-11,8583.2,8590.9,8411.8,8496.2
2009-01-12,8493.2,8529.2,8369.0,8440.3
2009-01-13,8438.3,8504.4,8128.2,8174.4
2009-01-14,8179.4,8280.3,7984.0,8212.9
2009-01-15,8220.0,8363.3,8096.9,8287.7
2009-01-18,8306.5,8430.0,8148.4,8201.6
2009-01-19,8206.5,8257.4,7907.6,7977.9
2009-01-20,7968.8,8254.5,7924.2,8219.3
2009-01-21,8221.3,8264.3,7940.6,8115.3
2009-01-22,8109.2,8140.8,7885.9,8003.2
2009-01-25,8013.0,8213.4,7906.4,8097.8
2009-01-26,8091.8,8207.7,8062.2,8144.4
2009-01-27,8145.4,8387.7,8144.4,8343.5
2009-01-28,8341.5,8348.5,8113.1,8145.1
2009-01-29,8147.2,8193.0,7937.8,8009.1
2009-02-01,7986.8,8004.8,7839.7,7911.9
2009-02-02,7909.9,8089.0,7867.5,8010.7
2009-02-03,8011.7,8147.7,7908.8,7925.8
2009-02-04,7927.8,8092.8,7824.1,8025.5
2009-02-05,8027.5,8305.9,7992.1,8289.8
2009-02-08,8299.5,8304.1,8153.9,8222.7
2009-02-09,8220.7,8246.3,7833.0,7902.2
2009-02-10,7903.2,7972.9,7840.5,7930.7
2009-02-11,7931.7,7965.2,7684.5,7948.1
2009-02-12,7946.1,7985.9,7789.2,7801.2
2009-02-15,7769.9,7790.7,7709.3,7715.4
2009-02-16,7717.2,7740.2,7521.2,7534.2
2009-02-17,7533.2,7615.0,7472.6,7485.6
2009-02-18,7484.6,7629.5,7441.9,7461.0
2009-02-19,7464.0,7471.9,7247.0,7369.2
2009-02-22,7381.1,7506.1,7101.1,7123.1
2009-02-23,7122.1,7379.1,7113.7,7318.9
2009-02-24,7317.9,7402.6,7152.2,7241.3
2009-02-25,7240.3,7404.1,7170.6,7191.6
2009-02-26,7193.6,7216.4,7023.0,7058.9
2009-03-01,7052.8,7059.8,6751.9,6798.0
2009-03-02,6801.0,6884.9,6613.2,6647.3
2009-03-03,6648.3,6979.2,6638.3,6855.0
2009-03-04,6853.0,6869.0,6543.2,6642.3
2009-03-05,6644.3,6753.1,6466.6,6680.8
2009-03-08,6686.8,6717.8,6512.2,6521.2
2009-03-09,6520.2,6933.1,6515.2,6897.0
2009-03-10,6896.0,7018.7,6851.7,6924.5
2009-03-11,6922.5,7187.2,6837.2,7160.1
2009-03-12,7158.1,7253.9,7109.7,7237.6
2009-03-15,7232.5,7393.1,7174.5,7238.0
2009-03-16,7232.0,7416.5,7174.6,7403.5
2009-03-17,7406.5,7576.0,7259.1,7501.0
2009-03-18,7500.0,7572.6,7371.5,7401.4
2009-03-19,7407.4,7486.2,7280.7,7295.8
2009-03-22,7308.1,7831.9,7308.1,7801.6
2009-03-23,7799.5,7827.0,7674.3,7693.4
2009-03-24,7692.4,7891.9,7572.3,7782.4
2009-03-25,7779.4,7962.4,7778.3,7929.0
2009-03-26,7930.0,7951.2,7759.4,7838.1
2009-03-29,7810.9,7832.0,7457.5,7572.6
2009-03-30,7571.5,7747.4,7555.0,7578.7
2009-03-31,7581.7,7808.0,7499.3,7790.8
2009-04-01,7791.8,8100.0,7776.5,8034.2
2009-04-02,8037.2,8105.2,7915.3,8059.5
2009-04-05,8053.4,8132.1,7877.0,8000.9
2009-04-06,8003.0,8016.0,7781.1,7820.3
2009-04-07,7819.3,7908.3,7722.1,7874.9
2009-04-08,7875.9,8106.9,7867.7,8094.8
2009-04-12,8059.5,8130.2,7977.1,8072.6
2009-04-13,8071.6,8103.3,7898.2,7902.3
2009-04-14,7900.2,8059.6,7877.4,8051.5
2009-04-15,8052.5,8182.6,7972.1,8109.9
2009-04-16,8107.9,8200.8,8069.2,8147.3
2009-04-19,8130.1,8130.1,7844.0,7877.2
2009-04-20,7879.2,7991.1,7783.9,7968.9
2009-04-21,7966.9,8054.8,7857.2,7872.3
2009-04-22,7873.3,8029.4,7807.0,7989.1
2009-04-23,7986.1,8137.2,7910.2,8112.0
2009-04-26,8090.8,8127.3,7951.6,8021.4
2009-04-27,8019.4,8094.9,7912.2,7998.2
2009-04-28,8000.2,8258.0,7998.2,8172.3
2009-04-29,8171.3,8327.7,8134.1,8151.2
2009-04-30,8152.2,8241.8,8096.1,8233.7
2009-05-03,8220.5,8429.8,8220.5,8414.7
2009-05-04,8413.7,8455.1,8357.4,8425.7
2009-05-05,8426.7,8525.2,8334.0,8502.1
2009-05-06,8500.0,8614.0,8360.3,8422.6
2009-05-07,8423.6,8593.5,8423.6,8561.3
2009-05-10,8538.0,8549.0,8409.4,8426.4
2009-05-11,8428.5,8520.9,8366.3,8483.7
2009-05-12,8482.7,8505.4,8268.8,8330.9
2009-05-13,8329.9,8386.2,8273.0,8325.9
2009-05-14,8326.9,8410.5,8241.6,8300.8
2009-05-17,8298.6,8522.6,8209.0,8509.5
2009-05-18,8507.5,8582.2,8461.2,8462.2
2009-05-19,8463.2,8607.0,8416.0,8430.1
2009-05-20,8427.1,8434.0,8236.4,8337.7
2009-05-21,8338.7,8383.4,8270.7,8284.5
2009-05-24,8295.4,8335.8,8230.0,8329.8
2009-05-25,8330.5,8510.1,8219.6,8486.0
2009-05-26,8483.0,8528.5,8296.5,8303.4
2009-05-27,8305.4,8446.9,8252.5,8406.7
2009-05-28,8405.7,8571.1,8374.8,8551.0
2009-05-31,8522.8,8763.3,8491.6,8706.1
2009-06-01,8705.1,8792.6,8666.6,8733.1
2009-06-02,8730.1,8768.8,8600.9,8675.9
2009-06-03,8676.9,8761.1,8642.1,8750.0
2009-06-04,8751.0,8905.6,8707.1,8773.0
2009-06-07,8762.7,8832.8,8638.7,8775.7
2009-06-08,8777.7,8812.0,8729.3,8752.6
2009-06-09,8753.6,8874.1,8646.5,8759.5
2009-06-10,8760.5,8888.7,8737.8,8762.4
2009-06-11,8760.4,8815.4,8710.6,8797.4
2009-06-14,8792.1,8792.1,8581.1,8624.0
2009-06-15,8620.0,8662.3,8502.9,8513.9
2009-06-16,8511.9,8565.0,8464.1,8493.8
2009-06-17,8493.8,8593.0,8476.2,8557.8
2009-06-18,8548.8,8629.1,8486.2,8524.4
2009-06-21,8509.2,8557.3,8321.7,8335.7
2009-06-22,8337.7,8372.6,8274.0,8304.0
2009-06-23,8305.0,8416.2,8247.2,8297.4
2009-06-24,8298.4,8478.0,8241.8,8457.8
2009-06-25,8455.8,8475.5,8388.0,8418.0
2009-06-28,8414.9,8520.0,8363.5,8502.9
2009-06-29,8501.9,8547.7,8377.8,8438.0
2009-06-30,8437.0,8569.3,8424.7,8488.7
2009-07-01,8486.7,8491.7,8247.0,8257.0
2009-07-02,8256.0,8310.0,8254.0,8277.7
2009-07-05,8269.5,8322.2,8184.7,8312.2
2009-07-06,8311.2,8335.0,8127.8,8160.9
2009-07-07,8159.9,8203.8,8073.1,8163.4
2009-07-08,8162.4,8226.4,8128.9,8165.9
2009-07-09,8166.9,8170.9,8077.1,8122.2
2009-07-12,8121.1,8315.5,8052.7,8294.4
2009-07-13,8293.4,8472.6,8266.9,8408.3
2009-07-14,8410.3,8611.7,8386.1,8573.5
2009-07-15,8572.5,8725.6,8538.1,8690.4
2009-07-16,8691.4,8743.1,8645.9,8732.0
2009-07-19,8727.9,8842.8,8700.7,8823.7
2009-07-20,8822.7,8929.5,8795.1,8928.5
2009-07-21,8929.5,8939.2,8842.9,8872.8
2009-07-22,8873.8,9088.0,8860.6,8990.6
2009-07-23,8989.6,9095.4,8979.6,9094.4
2009-07-26,9082.2,9144.2,9021.6,9096.7
2009-07-27,9095.7,9118.5,8992.9,9073.0
2009-07-28,9068.0,9082.9,8985.5,9076.5
2009-07-29,9075.5,9232.5,9067.3,9121.0
2009-07-30,9113.0,9204.7,9099.6,9129.5
2009-08-02,9127.3,9282.2,9127.3,9277.1
2009-08-03,9272.1,9315.7,9208.6,9309.6
2009-08-04,9315.6,9327.3,9189.9,9256.9
2009-08-05,9245.8,9332.7,9196.2,9251.3
2009-08-06,9247.3,9429.3,9215.9,9351.0
2009-08-09,9344.7,9363.7,9277.0,9340.1
2009-08-10,9336.1,9370.9,9205.4,9235.3
2009-08-11,9235.3,9420.2,9181.9,9361.0
2009-08-12,9359.0,9451.9,9292.4,9403.5
2009-08-13,9408.5,9428.5,9223.6,9336.8
2009-08-16,9324.5,9324.5,9109.6,9133.5
2009-08-17,9133.5,9230.2,9128.5,9215.1
2009-08-18,9210.1,9315.8,9124.6,9285.7
2009-08-19,9289.6,9365.3,9262.2,9337.2
2009-08-20,9332.1,9525.0,9266.9,9507.9
2009-08-23,9502.6,9591.3,9489.0,9505.0
2009-08-24,9503.0,9627.8,9457.8,9534.5
2009-08-25,9532.5,9585.1,9487.0,9535.9
2009-08-26,9537.9,9611.4,9457.3,9576.3
2009-08-27,9580.3,9650.0,9497.7,9549.7
2009-08-30,9542.4,9569.4,9436.9,9509.8
2009-08-31,9506.8,9564.4,9294.0,9315.0
2009-09-01,9311.0,9349.8,9267.5,9285.4
2009-09-02,9281.3,9362.1,9255.9,9346.8
2009-09-03,9337.8,9450.4,9324.4,9424.3
2009-09-06,9417.0,9494.7,9409.0,9485.7
2009-09-07,9483.5,9534.3,9454.1,9491.9
2009-09-08,9484.9,9581.5,9449.6,9539.3
2009-09-09,9534.3,9636.9,9508.9,9606.8
2009-09-10,9612.7,9653.3,9574.2,9600.2
2009-09-13,9588.9,9631.3,9500.8,9608.3
2009-09-14,9605.3,9715.7,9580.0,9655.7
2009-09-15,9666.7,9803.2,9663.5,9782.1
2009-09-16,9792.1,9856.6,9751.5,9800.5
2009-09-17,9793.4,9860.9,9747.3,9806.4
2009-09-20,9798.7,9816.1,9733.6,9784.8
2009-09-21,9786.8,9862.9,9782.2,9838.4
2009-09-22,9836.3,9928.3,9748.9,9780.1
2009-09-23,9773.0,9826.9,9669.6,9705.8
2009-09-24,9705.7,9745.8,9645.7,9688.9
2009-09-27,9690.2,9830.5,9636.7,9799.2
2009-09-28,9798.1,9840.9,9732.9,9733.9
2009-09-29,9734.9,9796.8,9608.5,9718.0
2009-09-30,9716.0,9747.1,9500.8,9529.0
2009-10-01,9521.9,9524.3,9398.6,9495.0
2009-10-04,9491.3,9627.5,9477.7,9609.3
2009-10-05,9605.2,9775.7,9587.9,9717.1
2009-10-06,9715.1,9761.0,9680.2,9741.5
2009-10-07,9762.6,9841.4,9749.9,9806.0
2009-10-08,9806.0,9870.6,9763.3,9866.6
2009-10-11,9864.9,9931.8,9848.1,9872.1
2009-10-12,9873.1,9912.5,9813.2,9908.5
2009-10-13,9940.6,10027.4,9915.4,10011.3
2009-10-14,10004.2,10059.7,9959.4,10030.5
2009-10-15,10024.4,10057.3,9936.4,9978.4
2009-10-18,9962.6,10114.7,9924.3,10096.5
2009-10-19,10080.4,10120.1,9985.3,10037.4
2009-10-20,10034.3,10117.1,9892.8,9941.0
2009-10-21,9947.0,10104.0,9909.5,10088.9
2009-10-22,10087.9,10115.8,9928.4,9978.6
2009-10-25,9969.8,10069.7,9840.6,9873.6
2009-10-26,9871.5,9942.3,9829.8,9887.8
2009-10-27,9890.8,9900.7,9746.4,9748.4
2009-10-28,9752.4,9963.6,9744.3,9939.4
2009-10-29,9939.4,9949.4,9671.5,9705.6
2009-11-01,9695.9,9849.9,9640.7,9789.5
2009-11-02,9785.4,9811.5,9665.5,9752.5
2009-11-03,9756.5,9921.4,9751.5,9819.9
2009-11-04,9816.9,10005.8,9757.3,9988.7
2009-11-05,9991.7,10041.3,9909.9,10011.0
2009-11-08,10012.3,10229.2,10002.2,10222.1
2009-11-09,10221.1,10259.6,10185.7,10254.4
2009-11-10,10264.4,10341.0,10243.6,10287.6
2009-11-11,10289.6,10319.1,10167.5,10213.5
2009-11-12,10212.5,10301.1,10187.9,10270.9
2009-11-15,10271.1,10431.8,10268.1,10395.6
2009-11-16,10395.6,10436.9,10356.2,10423.8
2009-11-17,10425.8,10451.8,10364.0,10433.0
2009-11-18,10436.9,10437.9,10257.9,10344.9
2009-11-19,10331.8,10356.6,10261.2,10328.0
2009-11-22,10324.2,10501.0,10316.2,10440.6
2009-11-23,10438.6,10462.1,10359.8,10425.7
2009-11-24,10426.7,10489.3,10418.6,10460.9
2009-11-25,10465.9,10484.8,10261.9,10279.9
2009-11-26,10279.7,10385.2,10134.1,10307.0
2009-11-29,10325.1,10383.1,10266.4,10340.3
2009-11-30,10336.3,10507.8,10331.3,10472.7
2009-12-01,10472.6,10519.1,10426.9,10450.8
2009-12-02,10458.7,10513.4,10348.8,10353.8
2009-12-03,10354.7,10520.3,10313.0,10412.0
2009-12-06,10408.2,10443.6,10334.7,10418.4
2009-12-07,10424.3,10430.3,10249.6,10278.4
2009-12-08,10279.3,10344.6,10235.7,10339.5
2009-12-09,10345.5,10451.0,10310.2,10411.7
2009-12-10,10419.7,10492.9,10406.6,10492.9
2009-12-13,10490.1,10568.9,10461.9,10496.3
2009-12-14,10485.2,10516.0,10428.4,10463.4
2009-12-15,10468.3,10520.9,10430.5,10447.5
2009-12-16,10442.4,10458.4,10309.8,10328.6
2009-12-17,10330.6,10423.1,10311.8,10379.3
2009-12-20,10386.8,10507.3,10369.6,10447.3
2009-12-21,10447.3,10528.2,10447.3,10512.8
2009-12-22,10512.7,10555.5,10482.5,10508.5
2009-12-23,10513.5,10577.1,10504.4,10576.1
2009-12-27,10556.9,10595.5,10530.7,10584.0
2009-12-28,10586.0,10625.5,10577.7,10585.8
2009-12-29,10580.7,10593.0,10522.5,10589.6
