Date,price
2004-08-24,1.2081964015960693
2004-08-25,1.208605170249939
2004-08-26,1.2099066972732544
2004-08-27,1.2019952535629272
2004-08-30,1.2049063444137573
2004-08-31,1.2178043127059937
2004-09-01,1.2190067768096924
2004-09-02,1.217300295829773
2004-09-03,1.205501914024353
2004-09-06,1.2065927982330322
2004-09-07,1.2099066972732544
2004-09-08,1.2189027070999146
2004-09-09,1.2242000102996826
2004-09-10,1.2272950410842896
2004-09-13,1.2264070510864258
2004-09-14,1.2260010242462158
2004-09-15,1.215701937675476
2004-09-16,1.2190067768096924
2004-09-17,1.2182048559188843
2004-09-20,1.2174040079116821
2004-09-21,1.2328935861587524
2004-09-22,1.2266929149627686
2004-09-23,1.22720468044281
2004-09-24,1.227596402168274
2004-09-27,1.2307995557785034
2004-09-28,1.232103705406189
2004-09-29,1.2336997985839844
2004-09-30,1.2433944940567017
2004-10-01,1.2414957284927368
2004-10-04,1.2289994955062866
2004-10-05,1.2316029071807861
2004-10-06,1.2280938625335693
2004-10-07,1.229906439781189
2004-10-08,1.2410026788711548
2004-10-11,1.238405466079712
2004-10-12,1.232103705406189
2004-10-13,1.234903335571289
2004-10-14,1.2388964891433716
2004-10-15,1.2478941679000854
2004-10-18,1.248907208442688
2004-10-19,1.2518935203552246
2004-10-20,1.2578933238983154
2004-10-21,1.2620048522949219
2004-10-22,1.2690999507904053
2004-10-25,1.28109872341156
2004-10-26,1.2765034437179565
2004-10-27,1.270599603652954
2004-10-29,1.2791976928710938
2004-11-01,1.2745997905731201
2004-11-02,1.2720056772232056
2004-11-03,1.282495141029358
2004-11-04,1.2872995138168335
2004-11-05,1.2966973781585693
2004-11-08,1.2908055782318115
2004-11-09,1.2899065017700195
2004-11-10,1.2885932922363281
2004-11-11,1.2910054922103882
2004-11-12,1.2970000505447388
2004-11-15,1.2939958572387695
2004-11-16,1.2961931228637695
2004-11-17,1.303797960281372
2004-11-18,1.29490065574646
2004-11-19,1.3039000034332275
2004-11-22,1.3040019273757935
2004-11-23,1.309706211090088
2004-11-24,1.317800760269165
2004-11-25,1.3258028030395508
2004-11-26,1.329504370689392
2004-11-29,1.32650625705719
2004-11-30,1.3298048973083496
2004-12-01,1.3345967531204224
2004-12-02,1.3261016607284546
2004-12-03,1.3466018438339233
2004-12-06,1.3396027088165283
2004-12-07,1.3430931568145752
2004-12-08,1.334507703781128
2004-12-09,1.3304064273834229
2004-12-10,1.3215975761413574
2004-12-13,1.3320013284683228
2004-12-14,1.3309022188186646
2004-12-15,1.3403927087783813
2004-12-16,1.325100064277649
2004-12-17,1.3312920331954956
2004-12-20,1.3392080068588257
2004-12-21,1.3368983268737793
2004-12-22,1.3391003608703613
2004-12-23,1.3512052297592163
2004-12-24,1.3538029193878174
2004-12-27,1.3623977899551392
2004-12-28,1.359397530555725
2004-12-29,1.3606922626495361
2004-12-30,1.3628062009811401
2004-12-31,1.3565024137496948
2005-01-03,1.3470009565353394
2005-01-04,1.3281975984573364
2005-01-05,1.3280036449432373
2005-01-06,1.3183046579360962
2005-01-07,1.3060967922210693
2005-01-10,1.310994029045105
2005-01-11,1.3116990327835083
2005-01-12,1.3255919218063354
2005-01-13,1.3211086988449097
2005-01-14,1.3098949193954468
2005-01-17,1.3051081895828247
2005-01-18,1.3017951250076294
2005-01-19,1.3003056049346924
2005-01-20,1.29629385471344
2005-01-21,1.299899935722351
2005-01-24,1.3039000034332275
2005-01-25,1.2971009016036987
2005-01-26,1.307805061340332
2005-01-27,1.304103970527649
2005-01-28,1.3044953346252441
2005-01-31,1.305193305015564
2005-02-01,1.3039000034332275
2005-02-02,1.3032032251358032
2005-02-03,1.2972019910812378
2005-02-04,1.2857933044433594
2005-02-07,1.2764055728912354
2005-02-08,1.2769924402236938
2005-02-09,1.281295657157898
2005-02-10,1.287597894668579
2005-02-11,1.2856941223144531
2005-02-14,1.2973029613494873
2005-02-15,1.3016934394836426
2005-02-16,1.3023037910461426
2005-02-17,1.307497262954712
2005-02-18,1.3068991899490356
2005-02-21,1.3064039945602417
2005-02-22,1.3261016607284546
2005-02-23,1.3203063011169434
2005-02-24,1.3183046579360962
2005-02-25,1.3246086835861206
2005-02-28,1.3217023611068726
2005-03-01,1.3171932697296143
2005-03-02,1.3135944604873657
2005-03-03,1.3105987310409546
2005-03-04,1.3246963024139404
2005-03-07,1.3221917152404785
2005-03-08,1.3352025747299194
2005-03-09,1.3377031087875366
2005-03-10,1.3437970876693726
2005-03-11,1.3472912311553955
2005-03-14,1.3365052938461304
2005-03-15,1.3310085535049438
2005-03-16,1.3410937786102295
2005-03-17,1.3379000425338745
2005-03-18,1.332196593284607
2005-03-21,1.3161011934280396
2005-03-22,1.3077024221420288
2005-03-23,1.299291968345642
2005-03-24,1.2931926250457764
2005-03-25,1.2956053018569946
2005-03-28,1.289507269859314
2005-03-29,1.2937949895858765
2005-03-30,1.2915056943893433
2005-03-31,1.2966973781585693
2005-04-01,1.2909055948257446
2005-04-04,1.285000205039978
2005-04-05,1.2857933044433594
2005-04-06,1.2867032289505005
2005-04-07,1.285000205039978
2005-04-08,1.2934937477111816
2005-04-11,1.2971009016036987
2005-04-12,1.2915056943893433
2005-04-13,1.291205644607544
2005-04-14,1.2794922590255737
2005-04-15,1.2870012521743774
2005-04-18,1.3017951250076294
2005-04-19,1.3065063953399658
2005-04-20,1.3086949586868286
2005-04-21,1.3046995401382446
2005-04-22,1.3061991930007935
2005-04-25,1.2993931770324707
2005-04-26,1.2984988689422607
2005-04-27,1.2921065092086792
2005-04-28,1.2905057668685913
2005-04-29,1.287597894668579
2005-05-02,1.2846039533615112
2005-05-03,1.2886930704116821
2005-05-04,1.2950012683868408
2005-05-05,1.2956053018569946
2005-05-06,1.2811970710754395
2005-05-09,1.2854957580566406
2005-05-10,1.2886930704116821
2005-05-11,1.2813942432403564
2005-05-12,1.2681021690368652
2005-05-13,1.2616068124771118
2005-05-16,1.2639987468719482
2005-05-17,1.2603029012680054
2005-05-18,1.2681021690368652
2005-05-19,1.2635036706924438
2005-05-20,1.2556977272033691
2005-05-23,1.257102608680725
2005-05-24,1.2568024396896362
2005-05-25,1.2599060535430908
2005-05-26,1.251392126083374
2005-05-27,1.2581939697265625
2005-05-30,1.248299241065979
2005-05-31,1.2307995557785034
2005-06-01,1.2196015119552612
2005-06-02,1.2266929149627686
2005-06-03,1.223002314567566
2005-06-06,1.2260010242462158
2005-06-07,1.2278977632522583
2005-06-08,1.2237954139709473
2005-06-09,1.2227928638458252
2005-06-10,1.2136952877044678
2005-06-13,1.211798071861267
2005-06-14,1.202602505683899
2005-06-15,1.2121946811676025
2005-06-16,1.2099066972732544
2005-06-17,1.2278977632522583
2005-06-20,1.2151997089385986
2005-06-21,1.2174040079116821
2005-06-22,1.212106466293335
2005-06-23,1.2029062509536743
2005-06-24,1.2098042964935303
2005-06-27,1.2163970470428467
2005-06-28,1.2073066234588623
2005-06-29,1.207802414894104
2005-06-30,1.2091021537780762
2005-07-01,1.193602204322815
2005-07-04,1.190901517868042
2005-07-05,1.1931037902832031
2005-07-06,1.1929045915603638
2005-07-07,1.1945005655288696
2005-07-08,1.1981070041656494
2005-07-11,1.20689857006073
2005-07-12,1.223002314567566
2005-07-13,1.208006739616394
2005-07-14,1.2093945741653442
2005-07-15,1.204601526260376
2005-07-18,1.2056035995483398
2005-07-19,1.2029930353164673
2005-07-20,1.2158055305480957
2005-07-21,1.2161011695861816
2005-07-22,1.2060980796813965
2005-07-25,1.2065054178237915
2005-07-26,1.2017064094543457
2005-07-27,1.2066947221755981
2005-07-28,1.213194727897644
2005-07-29,1.2124004364013672
2005-08-01,1.218397855758667
2005-08-02,1.219393253326416
2005-08-03,1.23350191116333
2005-08-04,1.2384973764419556
2005-08-05,1.2365983724594116
2005-08-08,1.235101580619812
2005-08-09,1.2378076314926147
2005-08-10,1.2386049032211304
2005-08-11,1.247302770614624
2005-08-12,1.2444931268692017
2005-08-15,1.2371032238006592
2005-08-16,1.234994888305664
2005-08-17,1.2278074026107788
2005-08-18,1.218397855758667
2005-08-19,1.2154951095581055
2005-08-22,1.223406195640564
2005-08-23,1.2234959602355957
2005-08-24,1.227400541305542
2005-08-25,1.230193853378296
2005-08-26,1.2294074296951294
2005-08-29,1.2234959602355957
2005-08-30,1.2218068838119507
2005-08-31,1.234095573425293
2005-09-01,1.2490007877349854
2005-09-02,1.2533055543899536
2005-09-05,1.2526932954788208
2005-09-06,1.245795488357544
2005-09-07,1.2416036128997803
2005-09-08,1.2394031286239624
2005-09-09,1.2410951852798462
2005-09-12,1.2291052341461182
2005-09-13,1.2280033826828003
2005-09-14,1.2278977632522583
2005-09-15,1.2236007452011108
2005-09-16,1.223900318145752
2005-09-19,1.2139016389846802
2005-09-20,1.2119008302688599
2005-09-22,1.2154065370559692
2005-09-23,1.2040939331054688
2005-09-26,1.2073066234588623
2005-09-27,1.2018941640853882
2005-09-28,1.2061998844146729
2005-09-29,1.2020964622497559
2005-09-30,1.2028049230575562
2005-10-03,1.1912987232208252
2005-10-04,1.1918951272964478
2005-10-05,1.2012012004852295
2005-10-06,1.2171964645385742
2005-10-07,1.213003396987915
2005-10-10,1.2049063444137573
2005-10-11,1.1984946727752686
2005-10-12,1.2028049230575562
2005-10-13,1.2018941640853882
2005-10-14,1.2077003717422485
2005-10-17,1.20110023021698
2005-10-18,1.195500135421753
2005-10-19,1.1974040269851685
2005-10-20,1.2017930746078491
2005-10-21,1.1954001188278198
2005-10-24,1.197604775428772
2005-10-25,1.2111963033676147
2005-10-26,1.2063016891479492
2005-10-27,1.2142995595932007
2005-10-28,1.2071025371551514
2005-10-31,1.1988970041275024
2005-11-01,1.2023999691009521
2005-11-02,1.206752896308899
2005-11-03,1.1952000856399536
2005-11-04,1.1813069581985474
2005-11-07,1.1793009042739868
2005-11-08,1.1768028736114502
2005-11-09,1.1778008937835693
2005-11-10,1.1675559282302856
2005-11-11,1.1735023260116577
2005-11-14,1.1691941022872925
2005-11-15,1.1731994152069092
2005-11-16,1.1677058935165405
2005-11-17,1.1747982501983643
2005-11-18,1.1776067018508911
2005-11-21,1.1736950874328613
2005-11-22,1.181404709815979
2005-11-23,1.1808048486709595
2005-11-24,1.1781060695648193
2005-11-25,1.1724978685379028
2005-11-28,1.1850025653839111
2005-11-29,1.1768028736114502
2005-11-30,1.1804981231689453
2005-12-01,1.1742050647735596
2005-12-02,1.1718933582305908
2005-12-05,1.1787031888961792
2005-12-06,1.1798018217086792
2005-12-07,1.1717971563339233
2005-12-08,1.1813069581985474
2005-12-09,1.181404709815979
2005-12-12,1.1956002712249756
2005-12-13,1.1949001550674438
2005-12-14,1.1974040269851685
2005-12-15,1.1967018842697144
2005-12-16,1.2014031410217285
2005-12-19,1.2006964683532715
2005-12-20,1.1874933242797852
2005-12-21,1.1834039688110352
2005-12-22,1.187295913696289
2005-12-23,1.187197208404541
2005-12-26,1.1837962865829468
2005-12-27,1.1856067180633545
2005-12-28,1.184805989265442
2005-12-29,1.1850025653839111
2005-12-30,1.184104561805725
2006-01-02,1.1816978454589844
2006-01-03,1.2032970190048218
2006-01-04,1.2111963033676147
2006-01-05,1.2106977701187134
2006-01-06,1.2154065370559692
2006-01-09,1.207496166229248
2006-01-10,1.2064036130905151
2006-01-11,1.2139016389846802
2006-01-12,1.2045000791549683
2006-01-13,1.2142995595932007
2006-01-16,1.2116072177886963
2006-01-17,1.2108443975448608
2006-01-18,1.210800290107727
2006-01-19,1.2091021537780762
2006-01-20,1.2136069536209106
2006-01-23,1.2304056882858276
2006-01-24,1.2264971733093262
2006-01-25,1.2244998216629028
2006-01-26,1.2214934825897217
2006-01-27,1.2093945741653442
2006-01-30,1.208605170249939
2006-01-31,1.2148454189300537
2006-02-01,1.2066947221755981
2006-02-02,1.208400845527649
2006-02-03,1.2027037143707275
2006-02-06,1.196300983428955
2006-02-07,1.1992995738983154
2006-02-08,1.19650137424469
2006-02-09,1.1994003057479858
2006-02-10,1.19070303440094
2006-02-13,1.1911994218826294
2006-02-14,1.1915968656539917
2006-02-15,1.1885942220687866
2006-02-16,1.19070303440094
2006-02-17,1.1942009925842285
2006-02-20,1.193402886390686
2006-02-21,1.191994547843933
2006-02-22,1.1915968656539917
2006-02-23,1.1921935081481934
2006-02-24,1.1878036260604858
2006-02-27,1.1850025653839111
2006-02-28,1.1930042505264282
2006-03-01,1.191994547843933
2006-03-02,1.203905463218689
2006-03-03,1.204601526260376
2006-03-06,1.2016053199768066
2006-03-07,1.1890040636062622
2006-03-08,1.1927053928375244
2006-03-09,1.1904053688049316
2006-03-10,1.1911001205444336
2006-03-13,1.1967018842697144
2006-03-14,1.2018941640853882
2006-03-15,1.2071025371551514
2006-03-16,1.217492938041687
2006-03-17,1.2192000150680542
2006-03-20,1.216293454170227
2006-03-21,1.210800290107727
2006-03-22,1.2079044580459595
2006-03-23,1.197203278541565
2006-03-24,1.2034997940063477
2006-03-27,1.20110023021698
2006-03-28,1.20110023021698
2006-03-29,1.2030943632125854
2006-03-30,1.2167967557907104
2006-03-31,1.2115044593811035
2006-04-03,1.2139016389846802
2006-04-04,1.2260010242462158
2006-04-05,1.2288031578063965
2006-04-06,1.2214038372039795
2006-04-07,1.2094969749450684
2006-04-10,1.2111963033676147
2006-04-11,1.2148010730743408
2006-04-12,1.2114017009735107
2006-04-13,1.2116072177886963
2006-04-14,1.2111963033676147
2006-04-17,1.2254000902175903
2006-04-18,1.2367054224014282
2006-04-19,1.2378076314926147
2006-04-20,1.230905532836914
2006-04-21,1.234095573425293
2006-04-24,1.2388964891433716
2006-04-25,1.2428998947143555
2006-04-26,1.2448959350585938
2006-04-27,1.2531956434249878
2006-04-28,1.2635995149612427
2006-05-01,1.258004069328308
2006-05-02,1.261702299118042
2006-05-03,1.2623074054718018
2006-05-04,1.270099401473999
2006-05-05,1.272799015045166
2006-05-08,1.27029287815094
2006-05-09,1.2766989469528198
2006-05-10,1.2774492502212524
2006-05-11,1.2851983308792114
2006-05-12,1.2929919958114624
2006-05-15,1.2790013551712036
2006-05-16,1.285000205039978
2006-05-17,1.2741937637329102
2006-05-18,1.2850992679595947
2006-05-19,1.2766989469528198
2006-05-22,1.2852975130081177
2006-05-23,1.2782983779907227
2006-05-24,1.277400255203247
2006-05-25,1.2810001373291016
2006-05-26,1.2739015817642212
2006-05-29,1.2751035690307617
2006-05-30,1.2865046262741089
2006-05-31,1.2816076278686523
2006-06-01,1.28109872341156
2006-06-02,1.2918059825897217
2006-06-05,1.290106177330017
2006-06-06,1.2821991443634033
2006-06-07,1.2801966667175293
2006-06-08,1.2648941278457642
2006-06-09,1.2640947103500366
2006-06-12,1.258605718612671
2006-06-13,1.2545949220657349
2006-06-14,1.2609069347381592
2006-06-15,1.2639987468719482
2006-06-16,1.2644941806793213
2006-06-19,1.258004069328308
2006-06-20,1.2589067220687866
2006-06-21,1.2660951614379883
2006-06-22,1.2584948539733887
2006-06-23,1.2523951530456543
2006-06-26,1.2589067220687866
2006-06-27,1.256897211074829
2006-06-28,1.2545949220657349
2006-06-29,1.26639986038208
2006-06-30,1.2782983779907227
2006-07-03,1.28009831905365
2006-07-04,1.2790013551712036
2006-07-05,1.2733986377716064
2006-07-06,1.2775959968566895
2006-07-07,1.2823965549468994
2006-07-10,1.2745022773742676
2006-07-11,1.2767478227615356
2006-07-12,1.2711971998214722
2006-07-13,1.2696961164474487
2006-07-14,1.2643983364105225
2006-07-17,1.251799464225769
2006-07-18,1.2502031326293945
2006-07-19,1.2599060535430908
2006-07-20,1.263296127319336
2006-07-21,1.270599603652954
2006-07-24,1.262403130531311
2006-07-25,1.2583998441696167
2006-07-26,1.2712942361831665
2006-07-27,1.269599437713623
2006-07-28,1.2751035690307617
2006-07-31,1.277400255203247
2006-08-01,1.2820019721984863
2006-08-02,1.2791976928710938
2006-08-03,1.2799016237258911
2006-08-04,1.2878963947296143
2006-08-07,1.2819033861160278
2006-08-08,1.2766989469528198
2006-08-09,1.2874983549118042
2006-08-10,1.2792959213256836
2006-08-11,1.2725075483322144
2006-08-14,1.2722970247268677
2006-08-15,1.2790995836257935
2006-08-16,1.2843070030212402
2006-08-17,1.283202886581421
2006-08-18,1.2828078269958496
2006-08-21,1.2872995138168335
2006-08-22,1.2811970710754395
2006-08-23,1.2781022787094116
2006-08-24,1.2761938571929932
2006-08-25,1.2757054567337036
2006-08-28,1.2792466878890991
2006-08-29,1.2829065322875977
2006-08-30,1.284092664718628
2006-08-31,1.2809016704559326
2006-09-01,1.2835981845855713
2006-09-04,1.2856941223144531
2006-09-05,1.2823965549468994
2006-09-06,1.2819033861160278
2006-09-07,1.2732040882110596
2006-09-08,1.2672985792160034
2006-09-11,1.2710033655166626
2006-09-12,1.2695027589797974
2006-09-13,1.2696961164474487
2006-09-14,1.2722970247268677
2006-09-15,1.2651021480560303
2006-09-18,1.2706964015960693
2006-09-19,1.2677003145217896
2006-09-20,1.2687939405441284
2006-09-21,1.2781022787094116
2006-09-22,1.2799999713897705
2006-09-25,1.2745022773742676
2006-09-26,1.2686975002288818
2006-09-27,1.270599603652954
2006-09-28,1.2703574895858765
2006-09-29,1.2662074565887451
2006-10-02,1.2741937637329102
2006-10-03,1.2734960317611694
2006-10-04,1.2712942361831665
2006-10-05,1.269551157951355
2006-10-06,1.260398268699646
2006-10-09,1.260096549987793
2006-10-10,1.2531956434249878
2006-10-11,1.2523951530456543
2006-10-12,1.2559974193572998
2006-10-13,1.250500202178955
2006-10-16,1.2541072368621826
2006-10-17,1.2545005083084106
2006-10-18,1.2539026737213135
2006-10-19,1.2627060413360596
2006-10-20,1.2616068124771118
2006-10-23,1.255098819732666
2006-10-24,1.2559027671813965
2006-10-25,1.2616068124771118
2006-10-26,1.2694060802459717
2006-10-27,1.2743074893951416
2006-10-30,1.271795392036438
2006-10-31,1.2766989469528198
2006-11-01,1.2754452228546143
2006-11-02,1.2780042886734009
2006-11-03,1.2706964015960693
2006-11-06,1.2725560665130615
2006-11-07,1.2779062986373901
2006-11-08,1.2759984731674194
2006-11-09,1.283252239227295
2006-11-10,1.2853965759277344
2006-11-13,1.2825939655303955
2006-11-14,1.2813942432403564
2006-11-15,1.282495141029358
2006-11-16,1.2793940305709839
2006-11-17,1.285000205039978
2006-11-20,1.2818048000335693
2006-11-21,1.2846039533615112
2006-11-22,1.2938953638076782
2006-11-23,1.295202612876892
2006-11-24,1.3085066080093384
2006-11-27,1.3133012056350708
2006-11-28,1.320393443107605
2006-11-29,1.3148033618927002
2006-11-30,1.325100064277649
2006-12-01,1.334098219871521
2006-12-04,1.3336000442504883
2006-12-05,1.331894874572754
2006-12-06,1.3286564350128174
2006-12-07,1.3286035060882568
2006-12-08,1.3394052982330322
2006-12-11,1.325100064277649
2006-12-12,1.3284975290298462
2006-12-13,1.3218071460723877
2006-12-14,1.3156510591506958
2006-12-15,1.3098949193954468
2006-12-18,1.3105987310409546
2006-12-19,1.3207073211669922
2006-12-20,1.318704605102539
2006-12-21,1.3183915615081787
2006-12-22,1.3136979341506958
2006-12-25,1.3135944604873657
2006-12-26,1.310994029045105
2006-12-27,1.312508225440979
2006-12-28,1.3148033618927002
2006-12-29,1.3198009729385376
2007-01-01,1.3218945264816284
2007-01-02,1.3275980949401855
2007-01-03,1.3171066045761108
2007-01-04,1.3092947006225586
2007-01-05,1.2984988689422607
2007-01-08,1.3040019273757935
2007-01-09,1.2996971607208252
2007-01-10,1.2939958572387695
2007-01-11,1.289507269859314
2007-01-12,1.292808175086975
2007-01-15,1.2935941219329834
2007-01-16,1.2920063734054565
2007-01-17,1.2939958572387695
2007-01-18,1.2960922718048096
2007-01-19,1.2968990802764893
2007-01-22,1.2950012683868408
2007-01-23,1.3023037910461426
2007-01-24,1.29629385471344
2007-01-25,1.2939958572387695
2007-01-26,1.2928917407989502
2007-01-29,1.29629385471344
2007-01-30,1.2965964078903198
2007-01-31,1.3023037910461426
2007-02-01,1.3018969297409058
2007-02-02,1.2963947057724
2007-02-05,1.2931926250457764
2007-02-06,1.2983977794647217
2007-02-07,1.3023037910461426
2007-02-08,1.3040019273757935
2007-02-09,1.3006945848464966
2007-02-12,1.29629385471344
2007-02-13,1.3032032251358032
2007-02-14,1.3139914274215698
2007-02-15,1.313508152961731
2007-02-16,1.3138015270233154
2007-02-19,1.3152011632919312
2007-02-20,1.3148033618927002
2007-02-21,1.313905119895935
2007-02-22,1.312508225440979
2007-02-23,1.3168984651565552
2007-02-26,1.319400429725647
2007-02-27,1.3232064247131348
2007-02-28,1.322891354560852
2007-03-01,1.317002534866333
2007-03-02,1.3164995908737183
2007-03-05,1.3086949586868286
2007-03-06,1.3138015270233154
2007-03-07,1.3178529739379883
2007-03-08,1.314198613166809
2007-03-09,1.3115957975387573
2007-03-12,1.318791389465332
2007-03-13,1.319000244140625
2007-03-14,1.323504090309143
2007-03-15,1.328303575515747
2007-03-16,1.3318061828613281
2007-03-19,1.3312920331954956
2007-03-20,1.33159339427948
2007-03-21,1.3399077653884888
2007-03-22,1.3334044218063354
2007-03-23,1.3296988010406494
2007-03-26,1.333191156387329
2007-03-27,1.3365052938461304
2007-03-28,1.3315047025680542
2007-03-29,1.3334933519363403
2007-03-30,1.3358982801437378
2007-04-02,1.337005615234375
2007-04-03,1.33249831199646
2007-04-04,1.3373990058898926
2007-04-05,1.3432012796401978
2007-04-06,1.3401951789855957
2007-04-09,1.335505723953247
2007-04-10,1.3432012796401978
2007-04-11,1.3439956903457642
2007-04-12,1.3491089344024658
2007-04-13,1.3521004915237427
2007-04-16,1.3529053926467896
2007-04-17,1.3572019338607788
2007-04-18,1.361396312713623
2007-04-19,1.362434983253479
2007-04-20,1.3588987588882446
2007-04-23,1.3584003448486328
2007-04-24,1.3636053800582886
2007-04-25,1.3639029264450073
2007-04-26,1.3588987588882446
2007-04-27,1.3655046224594116
2007-04-30,1.3652063608169556
2007-05-01,1.3601001501083374
2007-05-02,1.3588064908981323
2007-05-03,1.3556013107299805
2007-05-04,1.3588987588882446
2007-05-07,1.360007643699646
2007-05-08,1.3540961742401123
2007-05-09,1.3527040481567383
2007-05-10,1.3483085632324219
2007-05-11,1.3521004915237427
2007-05-14,1.3542977571487427
2007-05-15,1.3596007823944092
2007-05-16,1.3523930311203003
2007-05-17,1.34969162940979
2007-05-18,1.3512965440750122
2007-05-21,1.3466018438339233
2007-05-22,1.3452069759368896
2007-05-23,1.3458044528961182
2007-05-24,1.3430029153823853
2007-05-25,1.3450080156326294
2007-05-28,1.3452069759368896
2007-05-29,1.3445920944213867
