time,price
2018-01-30 10:00:00+00:00,1.24103
2018-01-30 16:00:00+00:00,1.240245
2018-01-30 22:00:00+00:00,1.2423600000000001
2018-01-31 04:00:00+00:00,1.245115
2018-01-31 10:00:00+00:00,1.2456450000000001
2018-01-31 16:00:00+00:00,1.2413750000000001
2018-01-31 22:00:00+00:00,1.2424650000000002
2018-02-01 04:00:00+00:00,1.24463
2018-02-01 10:00:00+00:00,1.2469649999999999
2018-02-01 16:00:00+00:00,1.25079
2018-02-01 22:00:00+00:00,1.25001
2018-02-02 04:00:00+00:00,1.24867
2018-02-02 10:00:00+00:00,1.2435450000000001
2018-02-02 16:00:00+00:00,1.24566
2018-02-04 22:00:00+00:00,1.24549
2018-02-05 04:00:00+00:00,1.24608
2018-02-05 10:00:00+00:00,1.24199
2018-02-05 16:00:00+00:00,1.23671
2018-02-05 22:00:00+00:00,1.2367249999999999
2018-02-06 04:00:00+00:00,1.240275
2018-02-06 10:00:00+00:00,1.234445
2018-02-06 16:00:00+00:00,1.2377
2018-02-06 22:00:00+00:00,1.23859
2018-02-07 04:00:00+00:00,1.235065
2018-02-07 10:00:00+00:00,1.22934
2018-02-07 16:00:00+00:00,1.2263
2018-02-07 22:00:00+00:00,1.227515
2018-02-08 04:00:00+00:00,1.223115
2018-02-08 10:00:00+00:00,1.22598
2018-02-08 16:00:00+00:00,1.2247
2018-02-08 22:00:00+00:00,1.225705
2018-02-09 04:00:00+00:00,1.226485
2018-02-09 10:00:00+00:00,1.22486
2018-02-09 16:00:00+00:00,1.22512
2018-02-11 22:00:00+00:00,1.2287
2018-02-12 04:00:00+00:00,1.22639
2018-02-12 10:00:00+00:00,1.22772
2018-02-12 16:00:00+00:00,1.229115
2018-02-12 22:00:00+00:00,1.229195
2018-02-13 04:00:00+00:00,1.231365
2018-02-13 10:00:00+00:00,1.23583
2018-02-13 16:00:00+00:00,1.23521
2018-02-13 22:00:00+00:00,1.238985
2018-02-14 04:00:00+00:00,1.2352699999999999
2018-02-14 10:00:00+00:00,1.2402950000000001
2018-02-14 16:00:00+00:00,1.24505
2018-02-14 22:00:00+00:00,1.245935
2018-02-15 04:00:00+00:00,1.248705
2018-02-15 10:00:00+00:00,1.247755
2018-02-15 16:00:00+00:00,1.2506599999999999
2018-02-15 22:00:00+00:00,1.25392
2018-02-16 04:00:00+00:00,1.25275
2018-02-16 10:00:00+00:00,1.244785
2018-02-16 16:00:00+00:00,1.24097
2018-02-18 22:00:00+00:00,1.242105
2018-02-19 04:00:00+00:00,1.2410649999999999
2018-02-19 10:00:00+00:00,1.239735
2018-02-19 16:00:00+00:00,1.24074
2018-02-19 22:00:00+00:00,1.2385899999999999
2018-02-20 04:00:00+00:00,1.2343600000000001
2018-02-20 10:00:00+00:00,1.2340499999999999
2018-02-20 16:00:00+00:00,1.2337150000000001
2018-02-20 22:00:00+00:00,1.233035
2018-02-21 04:00:00+00:00,1.233365
2018-02-21 10:00:00+00:00,1.23194
2018-02-21 16:00:00+00:00,1.22854
2018-02-21 22:00:00+00:00,1.22774
2018-02-22 04:00:00+00:00,1.229385
2018-02-22 10:00:00+00:00,1.232175
2018-02-22 16:00:00+00:00,1.233145
2018-02-22 22:00:00+00:00,1.23069
2018-02-23 04:00:00+00:00,1.230785
2018-02-23 10:00:00+00:00,1.23001
2018-02-23 16:00:00+00:00,1.22957
2018-02-25 22:00:00+00:00,1.231025
2018-02-26 04:00:00+00:00,1.234275
2018-02-26 10:00:00+00:00,1.22896
2018-02-26 16:00:00+00:00,1.231765
2018-02-26 22:00:00+00:00,1.23242
2018-02-27 04:00:00+00:00,1.233145
2018-02-27 10:00:00+00:00,1.22389
2018-02-27 16:00:00+00:00,1.22333
2018-02-27 22:00:00+00:00,1.222365
2018-02-28 04:00:00+00:00,1.222
2018-02-28 10:00:00+00:00,1.21962
2018-02-28 16:00:00+00:00,1.219455
2018-02-28 22:00:00+00:00,1.219595
2018-03-01 04:00:00+00:00,1.2181799999999998
2018-03-01 10:00:00+00:00,1.217655
2018-03-01 16:00:00+00:00,1.2266599999999999
2018-03-01 22:00:00+00:00,1.2280250000000001
2018-03-02 04:00:00+00:00,1.22759
2018-03-02 10:00:00+00:00,1.230945
2018-03-02 16:00:00+00:00,1.23183
2018-03-04 22:00:00+00:00,1.2327
2018-03-05 04:00:00+00:00,1.2322350000000002
2018-03-05 10:00:00+00:00,1.232755
2018-03-05 16:00:00+00:00,1.233585
2018-03-05 22:00:00+00:00,1.234955
2018-03-06 04:00:00+00:00,1.234415
2018-03-06 10:00:00+00:00,1.2398
2018-03-06 16:00:00+00:00,1.240505
2018-03-06 22:00:00+00:00,1.24193
2018-03-07 04:00:00+00:00,1.2423549999999999
2018-03-07 10:00:00+00:00,1.24029
2018-03-07 16:00:00+00:00,1.241145
2018-03-07 22:00:00+00:00,1.24071
2018-03-08 04:00:00+00:00,1.238295
2018-03-08 10:00:00+00:00,1.232765
2018-03-08 16:00:00+00:00,1.231215
2018-03-08 22:00:00+00:00,1.23103
2018-03-09 04:00:00+00:00,1.230205
2018-03-09 10:00:00+00:00,1.231905
2018-03-09 16:00:00+00:00,1.23059
2018-03-11 21:00:00+00:00,1.23217
2018-03-12 03:00:00+00:00,1.233425
2018-03-12 09:00:00+00:00,1.23207
2018-03-12 15:00:00+00:00,1.23347
2018-03-12 21:00:00+00:00,1.233425
2018-03-13 03:00:00+00:00,1.2334100000000001
2018-03-13 09:00:00+00:00,1.2374649999999998
2018-03-13 15:00:00+00:00,1.2390349999999999
2018-03-13 21:00:00+00:00,1.2409
2018-03-14 03:00:00+00:00,1.237515
2018-03-14 09:00:00+00:00,1.23636
2018-03-14 15:00:00+00:00,1.23678
2018-03-14 21:00:00+00:00,1.237935
2018-03-15 03:00:00+00:00,1.236505
2018-03-15 09:00:00+00:00,1.2344
2018-03-15 15:00:00+00:00,1.230475
2018-03-15 21:00:00+00:00,1.230575
2018-03-16 03:00:00+00:00,1.23183
2018-03-16 09:00:00+00:00,1.226185
2018-03-16 15:00:00+00:00,1.22895
2018-03-18 21:00:00+00:00,1.22706
2018-03-19 03:00:00+00:00,1.22798
2018-03-19 09:00:00+00:00,1.232375
2018-03-19 15:00:00+00:00,1.233535
2018-03-19 21:00:00+00:00,1.23457
2018-03-20 03:00:00+00:00,1.234645
2018-03-20 09:00:00+00:00,1.22725
2018-03-20 15:00:00+00:00,1.2241149999999998
2018-03-20 21:00:00+00:00,1.225715
2018-03-21 03:00:00+00:00,1.228015
2018-03-21 09:00:00+00:00,1.228765
2018-03-21 15:00:00+00:00,1.233755
2018-03-21 21:00:00+00:00,1.2359
2018-03-22 03:00:00+00:00,1.235655
2018-03-22 09:00:00+00:00,1.23087
2018-03-22 15:00:00+00:00,1.23013
2018-03-22 21:00:00+00:00,1.233315
2018-03-23 03:00:00+00:00,1.2336200000000002
2018-03-23 09:00:00+00:00,1.233755
2018-03-23 15:00:00+00:00,1.2352400000000001
2018-03-25 21:00:00+00:00,1.23754
2018-03-26 03:00:00+00:00,1.2392050000000001
2018-03-26 09:00:00+00:00,1.2441849999999999
2018-03-26 15:00:00+00:00,1.24451
2018-03-26 21:00:00+00:00,1.244675
2018-03-27 03:00:00+00:00,1.2429649999999999
2018-03-27 09:00:00+00:00,1.23933
2018-03-27 15:00:00+00:00,1.240275
2018-03-27 21:00:00+00:00,1.241775
2018-03-28 03:00:00+00:00,1.239725
2018-03-28 09:00:00+00:00,1.235155
2018-03-28 15:00:00+00:00,1.23079
2018-03-28 21:00:00+00:00,1.23232
2018-03-29 03:00:00+00:00,1.230685
2018-03-29 09:00:00+00:00,1.22987
2018-03-29 15:00:00+00:00,1.229985
2018-03-29 21:00:00+00:00,1.231475
2018-03-30 03:00:00+00:00,1.23285
2018-03-30 09:00:00+00:00,1.232135
2018-03-30 15:00:00+00:00,1.23241
2018-04-01 21:00:00+00:00,1.232385
2018-04-02 03:00:00+00:00,1.232905
2018-04-02 09:00:00+00:00,1.231195
2018-04-02 15:00:00+00:00,1.2301950000000001
2018-04-02 21:00:00+00:00,1.23075
2018-04-03 03:00:00+00:00,1.2317
2018-04-03 09:00:00+00:00,1.227285
2018-04-03 15:00:00+00:00,1.227065
2018-04-03 21:00:00+00:00,1.228105
2018-04-04 03:00:00+00:00,1.229225
2018-04-04 09:00:00+00:00,1.2298499999999999
2018-04-04 15:00:00+00:00,1.22777
2018-04-04 21:00:00+00:00,1.2279849999999999
2018-04-05 03:00:00+00:00,1.22669
2018-04-05 09:00:00+00:00,1.222925
2018-04-05 15:00:00+00:00,1.2239849999999999
2018-04-05 21:00:00+00:00,1.22553
2018-04-06 03:00:00+00:00,1.22355
2018-04-06 09:00:00+00:00,1.226165
2018-04-06 15:00:00+00:00,1.22811
2018-04-08 21:00:00+00:00,1.22735
2018-04-09 03:00:00+00:00,1.22801
2018-04-09 09:00:00+00:00,1.231105
2018-04-09 15:00:00+00:00,1.23209
2018-04-09 21:00:00+00:00,1.2316449999999999
2018-04-10 03:00:00+00:00,1.232515
2018-04-10 09:00:00+00:00,1.234965
2018-04-10 15:00:00+00:00,1.235595
2018-04-10 21:00:00+00:00,1.235855
2018-04-11 03:00:00+00:00,1.23772
2018-04-11 09:00:00+00:00,1.238385
2018-04-11 15:00:00+00:00,1.236745
2018-04-11 21:00:00+00:00,1.2365249999999999
2018-04-12 03:00:00+00:00,1.2345899999999999
2018-04-12 09:00:00+00:00,1.23171
2018-04-12 15:00:00+00:00,1.232605
2018-04-12 21:00:00+00:00,1.23293
2018-04-13 03:00:00+00:00,1.233485
2018-04-13 09:00:00+00:00,1.2328000000000001
2018-04-13 15:00:00+00:00,1.23306
2018-04-15 21:00:00+00:00,1.2340200000000001
2018-04-16 03:00:00+00:00,1.2364950000000001
2018-04-16 09:00:00+00:00,1.236735
2018-04-16 15:00:00+00:00,1.237915
2018-04-16 21:00:00+00:00,1.238145
2018-04-17 03:00:00+00:00,1.238545
2018-04-17 09:00:00+00:00,1.234585
2018-04-17 15:00:00+00:00,1.236975
2018-04-17 21:00:00+00:00,1.23799
2018-04-18 03:00:00+00:00,1.23594
2018-04-18 09:00:00+00:00,1.23769
2018-04-18 15:00:00+00:00,1.237415
2018-04-18 21:00:00+00:00,1.23779
2018-04-19 03:00:00+00:00,1.236645
2018-04-19 09:00:00+00:00,1.23645
2018-04-19 15:00:00+00:00,1.23451
2018-04-19 21:00:00+00:00,1.2337850000000001
2018-04-20 03:00:00+00:00,1.231465
2018-04-20 09:00:00+00:00,1.2279200000000001
2018-04-20 15:00:00+00:00,1.22884
2018-04-22 21:00:00+00:00,1.227515
2018-04-23 03:00:00+00:00,1.223865
2018-04-23 09:00:00+00:00,1.22207
2018-04-23 15:00:00+00:00,1.2208299999999999
2018-04-23 21:00:00+00:00,1.220805
2018-04-24 03:00:00+00:00,1.220285
2018-04-24 09:00:00+00:00,1.22149
2018-04-24 15:00:00+00:00,1.2233
2018-04-24 21:00:00+00:00,1.222565
2018-04-25 03:00:00+00:00,1.2203
2018-04-25 09:00:00+00:00,1.2172100000000001
2018-04-25 15:00:00+00:00,1.216075
2018-04-25 21:00:00+00:00,1.21716
2018-04-26 03:00:00+00:00,1.21712
2018-04-26 09:00:00+00:00,1.21152
2018-04-26 15:00:00+00:00,1.210325
2018-04-26 21:00:00+00:00,1.2112
2018-04-27 03:00:00+00:00,1.207145
2018-04-27 09:00:00+00:00,1.210135
2018-04-27 15:00:00+00:00,1.21303
2018-04-29 21:00:00+00:00,1.21277
2018-04-30 03:00:00+00:00,1.210405
2018-04-30 09:00:00+00:00,1.2082
2018-04-30 15:00:00+00:00,1.2079049999999998
2018-04-30 21:00:00+00:00,1.2076
2018-05-01 03:00:00+00:00,1.2033900000000002
2018-05-01 09:00:00+00:00,1.19917
2018-05-01 15:00:00+00:00,1.199205
2018-05-01 21:00:00+00:00,1.20065
2018-05-02 03:00:00+00:00,1.199935
2018-05-02 09:00:00+00:00,1.195685
2018-05-02 15:00:00+00:00,1.195055
2018-05-02 21:00:00+00:00,1.1978499999999999
2018-05-03 03:00:00+00:00,1.1985350000000001
2018-05-03 09:00:00+00:00,1.1950699999999999
2018-05-03 15:00:00+00:00,1.19889
2018-05-03 21:00:00+00:00,1.19892
2018-05-04 03:00:00+00:00,1.19629
2018-05-04 09:00:00+00:00,1.1928649999999998
2018-05-04 15:00:00+00:00,1.19619
2018-05-06 21:00:00+00:00,1.19726
2018-05-07 03:00:00+00:00,1.193115
2018-05-07 09:00:00+00:00,1.191305
2018-05-07 15:00:00+00:00,1.19228
2018-05-07 21:00:00+00:00,1.1925
2018-05-08 03:00:00+00:00,1.188855
2018-05-08 09:00:00+00:00,1.1853349999999998
2018-05-08 15:00:00+00:00,1.186435
2018-05-08 21:00:00+00:00,1.1853799999999999
2018-05-09 03:00:00+00:00,1.18564
2018-05-09 09:00:00+00:00,1.185515
2018-05-09 15:00:00+00:00,1.1851150000000001
2018-05-09 21:00:00+00:00,1.186075
2018-05-10 03:00:00+00:00,1.18737
2018-05-10 09:00:00+00:00,1.187945
2018-05-10 15:00:00+00:00,1.191565
2018-05-10 21:00:00+00:00,1.19147
2018-05-11 03:00:00+00:00,1.192145
2018-05-11 09:00:00+00:00,1.1943700000000002
2018-05-11 15:00:00+00:00,1.1941
2018-05-13 21:00:00+00:00,1.196485
2018-05-14 03:00:00+00:00,1.19843
2018-05-14 09:00:00+00:00,1.19685
2018-05-14 15:00:00+00:00,1.1926549999999998
2018-05-14 21:00:00+00:00,1.19346
2018-05-15 03:00:00+00:00,1.1919300000000002
2018-05-15 09:00:00+00:00,1.1861000000000002
2018-05-15 15:00:00+00:00,1.183735
2018-05-15 21:00:00+00:00,1.18269
2018-05-16 03:00:00+00:00,1.1836799999999998
2018-05-16 09:00:00+00:00,1.1786249999999998
2018-05-16 15:00:00+00:00,1.1808
2018-05-16 21:00:00+00:00,1.18308
2018-05-17 03:00:00+00:00,1.1814550000000001
2018-05-17 09:00:00+00:00,1.17902
2018-05-17 15:00:00+00:00,1.17941
2018-05-17 21:00:00+00:00,1.180175
2018-05-18 03:00:00+00:00,1.1806299999999998
2018-05-18 09:00:00+00:00,1.17698
2018-05-18 15:00:00+00:00,1.17694
2018-05-20 21:00:00+00:00,1.174745
2018-05-21 03:00:00+00:00,1.17415
2018-05-21 09:00:00+00:00,1.17517
2018-05-21 15:00:00+00:00,1.1791200000000002
2018-05-21 21:00:00+00:00,1.17821
2018-05-22 03:00:00+00:00,1.1808
2018-05-22 09:00:00+00:00,1.177255
2018-05-22 15:00:00+00:00,1.17779
2018-05-22 21:00:00+00:00,1.17544
2018-05-23 03:00:00+00:00,1.172925
2018-05-23 09:00:00+00:00,1.17038
2018-05-23 15:00:00+00:00,1.16972
2018-05-23 21:00:00+00:00,1.1706349999999999
2018-05-24 03:00:00+00:00,1.1738300000000002
2018-05-24 09:00:00+00:00,1.1724350000000001
2018-05-24 15:00:00+00:00,1.17194
2018-05-24 21:00:00+00:00,1.170825
2018-05-25 03:00:00+00:00,1.17273
2018-05-25 09:00:00+00:00,1.165515
2018-05-25 15:00:00+00:00,1.1649
2018-05-27 21:00:00+00:00,1.170765
2018-05-28 03:00:00+00:00,1.16783
2018-05-28 09:00:00+00:00,1.16215
2018-05-28 15:00:00+00:00,1.16239
2018-05-28 21:00:00+00:00,1.162415
2018-05-29 03:00:00+00:00,1.154295
2018-05-29 09:00:00+00:00,1.15646
2018-05-29 15:00:00+00:00,1.1538650000000001
2018-05-29 21:00:00+00:00,1.1526800000000001
2018-05-30 03:00:00+00:00,1.16114
2018-05-30 09:00:00+00:00,1.161105
2018-05-30 15:00:00+00:00,1.16642
2018-05-30 21:00:00+00:00,1.16581
2018-05-31 03:00:00+00:00,1.1720199999999998
2018-05-31 09:00:00+00:00,1.167005
2018-05-31 15:00:00+00:00,1.16941
2018-05-31 21:00:00+00:00,1.168495
2018-06-01 03:00:00+00:00,1.168185
2018-06-01 09:00:00+00:00,1.16639
2018-06-01 15:00:00+00:00,1.16591
2018-06-03 21:00:00+00:00,1.168705
2018-06-04 03:00:00+00:00,1.17095
2018-06-04 09:00:00+00:00,1.1697449999999998
2018-06-04 15:00:00+00:00,1.169855
2018-06-04 21:00:00+00:00,1.16905
2018-06-05 03:00:00+00:00,1.170465
2018-06-05 09:00:00+00:00,1.16675
2018-06-05 15:00:00+00:00,1.171845
2018-06-05 21:00:00+00:00,1.17227
2018-06-06 03:00:00+00:00,1.174245
2018-06-06 09:00:00+00:00,1.178125
2018-06-06 15:00:00+00:00,1.177435
2018-06-06 21:00:00+00:00,1.1789049999999999
2018-06-07 03:00:00+00:00,1.182125
2018-06-07 09:00:00+00:00,1.18285
2018-06-07 15:00:00+00:00,1.1799
2018-06-07 21:00:00+00:00,1.17997
2018-06-08 03:00:00+00:00,1.17642
2018-06-08 09:00:00+00:00,1.17669
2018-06-08 15:00:00+00:00,1.1769
2018-06-10 21:00:00+00:00,1.17972
2018-06-11 03:00:00+00:00,1.178425
2018-06-11 09:00:00+00:00,1.180715
2018-06-11 15:00:00+00:00,1.17845
2018-06-11 21:00:00+00:00,1.176955
2018-06-12 03:00:00+00:00,1.17945
2018-06-12 09:00:00+00:00,1.178675
2018-06-12 15:00:00+00:00,1.17436
2018-06-12 21:00:00+00:00,1.17477
2018-06-13 03:00:00+00:00,1.17441
2018-06-13 09:00:00+00:00,1.177205
2018-06-13 15:00:00+00:00,1.1793
2018-06-13 21:00:00+00:00,1.179805
2018-06-14 03:00:00+00:00,1.1825350000000001
2018-06-14 09:00:00+00:00,1.165195
2018-06-14 15:00:00+00:00,1.15677
2018-06-14 21:00:00+00:00,1.156585
2018-06-15 03:00:00+00:00,1.1593499999999999
2018-06-15 09:00:00+00:00,1.1618
2018-06-15 15:00:00+00:00,1.16089
2018-06-17 21:00:00+00:00,1.15875
2018-06-18 03:00:00+00:00,1.158975
2018-06-18 09:00:00+00:00,1.1612149999999999
2018-06-18 15:00:00+00:00,1.16232
2018-06-18 21:00:00+00:00,1.16318
2018-06-19 03:00:00+00:00,1.15543
2018-06-19 09:00:00+00:00,1.1564999999999999
2018-06-19 15:00:00+00:00,1.159165
2018-06-19 21:00:00+00:00,1.158055
2018-06-20 03:00:00+00:00,1.15578
2018-06-20 09:00:00+00:00,1.1579
2018-06-20 15:00:00+00:00,1.15761
2018-06-20 21:00:00+00:00,1.156725
2018-06-21 03:00:00+00:00,1.15195
2018-06-21 09:00:00+00:00,1.16069
2018-06-21 15:00:00+00:00,1.160285
2018-06-21 21:00:00+00:00,1.160525
2018-06-22 03:00:00+00:00,1.166895
2018-06-22 09:00:00+00:00,1.16376
2018-06-22 15:00:00+00:00,1.16574
2018-06-24 21:00:00+00:00,1.16473
2018-06-25 03:00:00+00:00,1.165905
2018-06-25 09:00:00+00:00,1.16875
2018-06-25 15:00:00+00:00,1.1703700000000001
2018-06-25 21:00:00+00:00,1.171675
2018-06-26 03:00:00+00:00,1.1672850000000001
2018-06-26 09:00:00+00:00,1.1666349999999999
2018-06-26 15:00:00+00:00,1.16465
2018-06-26 21:00:00+00:00,1.16528
2018-06-27 03:00:00+00:00,1.162765
2018-06-27 09:00:00+00:00,1.1593849999999999
2018-06-27 15:00:00+00:00,1.1554250000000001
2018-06-27 21:00:00+00:00,1.15713
2018-06-28 03:00:00+00:00,1.15549
2018-06-28 09:00:00+00:00,1.1580849999999998
2018-06-28 15:00:00+00:00,1.1569
2018-06-28 21:00:00+00:00,1.164105
2018-06-29 03:00:00+00:00,1.16491
2018-06-29 09:00:00+00:00,1.16763
2018-06-29 15:00:00+00:00,1.1684700000000001
2018-07-01 21:00:00+00:00,1.16566
2018-07-02 03:00:00+00:00,1.164365
2018-07-02 09:00:00+00:00,1.16053
2018-07-02 15:00:00+00:00,1.1639249999999999
2018-07-02 21:00:00+00:00,1.163035
2018-07-03 03:00:00+00:00,1.16596
2018-07-03 09:00:00+00:00,1.165
2018-07-03 15:00:00+00:00,1.165895
2018-07-03 21:00:00+00:00,1.16711
2018-07-04 03:00:00+00:00,1.16445
2018-07-04 09:00:00+00:00,1.16435
2018-07-04 15:00:00+00:00,1.165595
2018-07-04 21:00:00+00:00,1.1662599999999999
2018-07-05 03:00:00+00:00,1.16932
2018-07-05 09:00:00+00:00,1.1702249999999998
2018-07-05 15:00:00+00:00,1.169185
2018-07-05 21:00:00+00:00,1.168585
2018-07-06 03:00:00+00:00,1.17136
2018-07-06 09:00:00+00:00,1.175685
2018-07-06 15:00:00+00:00,1.1745700000000001
2018-07-08 21:00:00+00:00,1.176015
2018-07-09 03:00:00+00:00,1.177205
2018-07-09 09:00:00+00:00,1.175885
2018-07-09 15:00:00+00:00,1.17509
2018-07-09 21:00:00+00:00,1.1753550000000001
2018-07-10 03:00:00+00:00,1.172655
2018-07-10 09:00:00+00:00,1.17201
2018-07-10 15:00:00+00:00,1.174435
2018-07-10 21:00:00+00:00,1.1730049999999999
2018-07-11 03:00:00+00:00,1.170875
2018-07-11 09:00:00+00:00,1.172205
2018-07-11 15:00:00+00:00,1.16743
2018-07-11 21:00:00+00:00,1.16728
2018-07-12 03:00:00+00:00,1.167465
2018-07-12 09:00:00+00:00,1.16839
2018-07-12 15:00:00+00:00,1.16719
2018-07-12 21:00:00+00:00,1.16697
2018-07-13 03:00:00+00:00,1.162685
2018-07-13 09:00:00+00:00,1.16669
2018-07-13 15:00:00+00:00,1.16858
2018-07-15 21:00:00+00:00,1.16822
2018-07-16 03:00:00+00:00,1.16966
2018-07-16 09:00:00+00:00,1.170865
2018-07-16 15:00:00+00:00,1.17112
2018-07-16 21:00:00+00:00,1.170615
2018-07-17 03:00:00+00:00,1.1741700000000002
2018-07-17 09:00:00+00:00,1.1682299999999999
2018-07-17 15:00:00+00:00,1.166175
2018-07-17 21:00:00+00:00,1.16552
2018-07-18 03:00:00+00:00,1.16219
2018-07-18 09:00:00+00:00,1.16428
2018-07-18 15:00:00+00:00,1.16392
2018-07-18 21:00:00+00:00,1.16466
2018-07-19 03:00:00+00:00,1.161285
2018-07-19 09:00:00+00:00,1.1613850000000001
2018-07-19 15:00:00+00:00,1.16418
2018-07-19 21:00:00+00:00,1.16482
2018-07-20 03:00:00+00:00,1.164095
2018-07-20 09:00:00+00:00,1.170695
2018-07-20 15:00:00+00:00,1.17227
2018-07-22 21:00:00+00:00,1.173425
2018-07-23 03:00:00+00:00,1.170645
2018-07-23 09:00:00+00:00,1.17041
2018-07-23 15:00:00+00:00,1.1691
2018-07-23 21:00:00+00:00,1.168835
2018-07-24 03:00:00+00:00,1.1684350000000001
2018-07-24 09:00:00+00:00,1.1706050000000001
2018-07-24 15:00:00+00:00,1.16831
2018-07-24 21:00:00+00:00,1.16831
2018-07-25 03:00:00+00:00,1.169635
2018-07-25 09:00:00+00:00,1.167505
2018-07-25 15:00:00+00:00,1.1729699999999998
2018-07-25 21:00:00+00:00,1.17358
2018-07-26 03:00:00+00:00,1.17138
2018-07-26 09:00:00+00:00,1.16588
2018-07-26 15:00:00+00:00,1.1641599999999999
2018-07-26 21:00:00+00:00,1.1652550000000002
2018-07-27 03:00:00+00:00,1.16262
2018-07-27 09:00:00+00:00,1.165355
2018-07-27 15:00:00+00:00,1.16568
2018-07-29 21:00:00+00:00,1.16513
2018-07-30 03:00:00+00:00,1.16764
2018-07-30 09:00:00+00:00,1.17111
2018-07-30 15:00:00+00:00,1.17053
2018-07-30 21:00:00+00:00,1.17089
2018-07-31 03:00:00+00:00,1.17263
2018-07-31 09:00:00+00:00,1.170155
2018-07-31 15:00:00+00:00,1.1690749999999999
2018-07-31 21:00:00+00:00,1.16853
2018-08-01 03:00:00+00:00,1.168205
2018-08-01 09:00:00+00:00,1.16728
2018-08-01 15:00:00+00:00,1.165925
2018-08-01 21:00:00+00:00,1.16548
2018-08-02 03:00:00+00:00,1.16198
2018-08-02 09:00:00+00:00,1.161175
2018-08-02 15:00:00+00:00,1.158445
2018-08-02 21:00:00+00:00,1.15877
2018-08-03 03:00:00+00:00,1.15792
2018-08-03 09:00:00+00:00,1.15903
2018-08-03 15:00:00+00:00,1.15674
