,Open,High,Low,Close
2008-06-02,891.39,896.88,875.2,880.45
2008-06-03,880.8,886.88,876.21,879.16
2008-06-04,879.17,880.88,865.14,877.25
2008-06-05,877.3,902.4,877.3,902.2
2008-06-07,902.25,902.75,902.25,902.75
2008-06-08,902.35,909.44,891.08,892.92
2008-06-09,892.87,895.13,864.36,866.97
2008-06-10,867.02,883.19,866.72,880.25
2008-06-11,880.15,882.28,857.7,868.2
2008-06-12,868.25,874.52,859.6,871.55
2008-06-13,871.55,872.05,871.3,871.3
2008-06-14,871.37,871.37,871.37,871.37
2008-06-15,871.18,894.83,866.79,882.3
2008-06-16,882.2,888.68,874.56,882.79
2008-06-17,882.74,895.78,880.64,894.28
2008-06-18,894.23,908.54,887.09,898.15
2008-06-19,898.28,908.07,896.04,902.07
2008-06-22,903.25,907.56,876.62,883.86
2008-06-23,883.87,894.13,883.08,889.53
2008-06-24,889.53,890.9,873.935,886.43
2008-06-25,886.48,918.22,885.2,917.25
2008-06-26,917.15,930.9,910.48,927.79
2008-06-29,928.65,935.135,918.795,925.44
2008-06-30,925.41,946.145,922.35,939.63
2008-07-01,939.65,945.89,931.965,945.27
2008-07-02,945.26,946.715,928.04,934.33
2008-07-03,934.35,936.52,929.31,934.04
2008-07-06,932.08,932.68,915.27,925.84
2008-07-07,925.83,933.595,912.945,919.42
2008-07-08,919.48,929.005,916.31,928.55
2008-07-09,928.57,947.81,925.9,947.48
2008-07-10,947.18,967.765,941.67,964.1
2008-07-12,964.7,964.7,964.7,964.7
2008-07-13,965.2,975.45,953.835,972.6
2008-07-14,972.75,988.58,969.36,977.55
2008-07-15,977.5,981.42,958.02,959.98
2008-07-16,959.93,978.95,953.17,957.45
2008-07-17,957.45,964.675,950.055,954.9
2008-07-18,954.9,954.9,954.9,954.9
2008-07-20,956.95,968.65,955.45,965.65
2008-07-21,965.65,976.345,943.7,946.3
2008-07-22,946.3,949.25,917.9,920.95
2008-07-23,920.95,931.405,916.505,928.05
2008-07-24,928.05,935.3,918.805,929.85
2008-07-27,929.84,933.115,922.915,930.45
2008-07-28,930.45,933.35,914.37,918.85
2008-07-29,918.85,919.75,894.105,906.15
2008-07-30,906.15,925.705,905.85,914.13
2008-07-31,914.13,917.35,901.75,910.89
2008-08-02,910.95,910.95,910.95,910.95
2008-08-03,910.75,915.675,894.105,894.8
2008-08-04,894.8,895.9,872.78,874.3
2008-08-05,874.3,886.805,872.88,879.8
2008-08-06,879.8,885.05,868.05,873.05
2008-08-07,873.05,874.25,850.955,856.6
2008-08-10,859.2,866.105,818.45,823.75
2008-08-11,823.75,827.17,802.15,812.05
2008-08-12,812.05,830.055,805.4,826.65
2008-08-13,826.65,836.8,804.95,806.75
2008-08-14,806.75,807.6,772.95,787.7
2008-08-17,794.2,804.23,789.65,800.055
2008-08-18,800.055,817.05,782.65,814.3
2008-08-19,814.3,818.7,800.32,813.67
2008-08-20,813.67,839.55,811.7,837.0
2008-08-21,837.0,838.2,821.375,823.02
2008-08-23,823.5,823.5,823.5,823.5
2008-08-24,825.0,826.405,816.205,822.005
2008-08-25,822.005,830.82,807.1,824.9
2008-08-26,824.9,835.435,822.0,826.87
2008-08-27,826.87,844.255,825.555,834.07
2008-08-28,834.07,838.825,829.43,831.05
2008-08-31,835.15,835.65,815.475,817.705
2008-09-01,817.705,819.85,791.145,805.28
2008-09-02,805.33,808.905,789.505,801.4
2008-09-03,801.4,815.205,794.03,796.48
2008-09-04,796.48,819.405,790.85,803.65
2008-09-06,803.83,804.1,803.83,804.1
2008-09-07,804.3,818.33,797.125,802.4
2008-09-08,802.4,805.205,776.0,777.25
2008-09-09,777.25,783.875,751.45,752.45
2008-09-10,752.45,758.45,736.35,746.95
2008-09-11,746.95,766.9,746.255,765.5
2008-09-13,765.65,768.5,765.65,768.5
2008-09-14,767.5,788.1,764.73,786.65
2008-09-15,786.6,790.155,772.05,779.7
2008-09-16,779.7,868.6,774.4,864.35
2008-09-17,864.35,919.43,832.65,852.85
2008-09-18,853.0,877.25,824.55,873.85
2008-09-20,874.55,874.55,873.55,873.65
2008-09-21,873.65,908.4,862.55,897.1
2008-09-22,897.1,909.6,880.65,892.15
2008-09-23,892.15,902.14,875.7,883.03
2008-09-24,883.03,896.78,864.3,877.7
2008-09-25,877.7,911.6,866.0,878.75
2008-09-28,878.71,926.65,867.505,909.5
2008-09-29,909.5,915.25,857.5,870.95
2008-09-30,870.95,893.13,865.28,871.25
2008-10-01,871.25,876.6,830.13,836.6
2008-10-02,836.6,848.2,819.33,835.3
2008-10-03,835.3,835.3,835.25,835.25
2008-10-04,834.95,834.95,832.45,832.45
2008-10-05,832.65,876.635,825.75,859.95
2008-10-06,860.05,891.9,856.75,887.1
2008-10-07,887.55,922.15,878.2,907.95
2008-10-08,907.95,924.95,881.2,912.7
2008-10-09,912.5,931.95,826.75,850.35
2008-10-11,849.35,850.35,849.35,850.35
2008-10-12,850.37,872.25,822.55,833.0
2008-10-13,833.0,854.45,831.8,836.9
2008-10-14,836.9,856.85,831.6,846.7
2008-10-15,846.7,849.7,786.25,804.45
2008-10-16,804.45,815.3,772.8,783.35
2008-10-19,783.25,810.55,781.8,796.7
2008-10-20,796.7,803.35,765.455,771.65
2008-10-21,771.65,777.1,720.48,730.55
2008-10-22,730.55,735.05,698.53,721.48
2008-10-23,721.48,750.35,681.65,734.7
2008-10-25,734.7,734.7,734.7,734.7
2008-10-26,734.7,747.55,707.25,730.85
2008-10-27,730.9,756.05,724.4,746.65
2008-10-28,746.65,774.9,736.25,754.55
2008-10-29,754.95,778.1,733.05,738.75
2008-10-30,738.75,742.0,717.45,724.6
2008-11-01,724.6,724.6,724.6,724.6
2008-11-02,724.6,739.55,722.05,723.65
2008-11-03,723.65,768.4,722.1,763.05
2008-11-04,763.05,769.7,736.25,740.25
2008-11-05,740.25,760.8,728.9,732.85
2008-11-06,732.85,745.1,726.0,736.9
2008-11-08,736.9,736.9,736.9,736.9
2008-11-09,739.35,769.1,739.35,746.2
2008-11-10,746.2,750.65,727.1,731.7
2008-11-11,731.7,739.3,709.3,712.2
2008-11-12,712.2,739.6,700.43,736.35
2008-11-13,736.35,754.58,725.38,742.25
2008-11-15,742.1,742.1,742.1,742.1
2008-11-16,741.6,749.7,731.055,738.1
2008-11-17,738.1,746.0,731.75,738.2
2008-11-18,738.2,763.25,732.15,734.7
2008-11-19,734.7,753.4,733.15,746.65
2008-11-20,745.7,802.63,743.03,800.4
2008-11-21,800.3,800.3,800.3,800.3
2008-11-22,800.3,800.3,800.3,800.3
2008-11-23,801.2,829.78,786.63,820.65
2008-11-24,822.15,831.6,803.0,820.95
2008-11-25,820.95,823.25,808.53,812.7
2008-11-26,813.0,817.4,810.0,816.0
2008-11-27,816.0,820.88,809.535,817.98
2008-11-28,817.98,817.98,817.98,817.98
2008-11-29,817.98,818.33,817.98,818.33
2008-11-30,818.33,819.23,768.48,769.08
2008-12-01,769.08,787.225,761.88,782.37
2008-12-02,782.37,783.47,764.47,774.0
2008-12-03,774.0,788.655,763.105,767.05
2008-12-04,767.05,773.15,741.4,756.25
2008-12-06,756.05,756.25,756.05,756.25
2008-12-07,757.35,782.75,757.35,772.5
2008-12-08,772.5,780.55,762.85,777.2
2008-12-09,776.95,814.15,774.65,810.4
2008-12-10,810.43,834.98,802.55,821.1
2008-12-11,821.1,829.2,808.0,822.4
2008-12-14,822.55,843.25,821.3,838.45
2008-12-15,838.45,860.25,830.255,857.85
2008-12-16,857.85,882.3,846.7,867.5
2008-12-17,867.5,878.6,848.3,852.85
2008-12-18,852.85,854.1,829.94,838.05
2008-12-21,837.9,852.05,837.55,847.55
2008-12-22,847.55,849.15,829.6,840.2
2008-12-23,840.2,848.9,835.09,847.95
2008-12-25,847.95,873.3,843.05,869.2
2008-12-27,869.2,870.25,869.2,870.25
2008-12-28,879.35,890.85,873.83,880.3
2008-12-29,880.3,884.5,864.05,873.8
2008-12-30,873.8,885.1,856.85,881.7
2008-12-31,882.1,882.15,880.88,880.88
2009-01-01,880.88,888.35,867.75,875.35
2009-01-03,874.45,874.5,873.85,874.35
2009-01-04,875.35,884.8,844.86,859.5
2009-01-05,859.5,870.805,839.35,863.9
2009-01-06,863.9,867.23,836.0,843.05
2009-01-07,843.05,865.005,836.93,856.9
2009-01-08,856.9,868.68,845.15,854.15
2009-01-11,855.6,857.2,815.58,820.95
2009-01-12,820.95,831.0,814.1,822.0
2009-01-13,822.0,829.4,807.23,811.66
2009-01-14,811.68,821.535,801.825,818.055
2009-01-15,818.055,843.65,815.7,843.15
2009-01-17,843.15,843.25,843.15,843.2
2009-01-18,843.2,846.1,832.13,836.11
2009-01-19,836.11,866.755,823.58,857.5
2009-01-20,857.45,864.6,843.63,854.18
2009-01-21,854.18,863.335,843.685,856.985
2009-01-22,856.935,903.87,852.78,899.87
2009-01-23,899.82,899.82,899.82,899.82
2009-01-24,898.27,898.27,898.27,898.27
2009-01-25,898.27,916.325,888.97,903.37
2009-01-26,903.37,907.55,892.65,899.15
2009-01-27,899.2,903.7,882.6,887.55
2009-01-28,887.55,909.85,874.79,908.7
2009-01-29,908.7,929.755,901.85,927.8
2009-02-01,926.75,926.75,901.485,905.13
2009-02-02,905.13,912.98,889.63,900.33
2009-02-03,900.33,909.5,895.6,905.8
2009-02-04,905.8,924.82,902.38,915.08
2009-02-05,914.85,920.54,904.34,911.5
2009-02-07,910.95,910.95,910.95,910.95
2009-02-08,910.95,912.08,891.08,894.55
2009-02-09,894.55,918.515,891.3,915.26
2009-02-10,915.46,947.76,911.06,939.01
2009-02-11,939.01,952.7,935.31,946.65
2009-02-12,946.7,947.55,932.5,941.7
2009-02-14,941.7,941.7,941.7,941.7
2009-02-15,941.7,944.405,936.45,941.65
2009-02-16,941.65,974.305,940.25,970.25
2009-02-17,970.25,987.405,960.955,984.4
2009-02-18,984.4,986.8,968.6,974.65
2009-02-19,974.65,1006.45,970.705,992.9
2009-02-21,992.9,992.9,992.8,992.8
2009-02-22,992.8,998.3,975.55,991.75
2009-02-23,991.65,995.85,959.65,962.35
2009-02-24,962.35,978.435,944.53,953.68
2009-02-25,953.68,956.885,931.88,945.63
2009-02-26,945.63,963.13,927.3,942.75
2009-02-27,942.95,942.95,942.95,942.95
2009-02-28,940.45,940.6,940.45,940.6
2009-03-01,940.6,958.7,922.35,926.1
2009-03-02,926.1,932.9,905.355,916.1
2009-03-03,916.1,923.05,900.2,906.5
2009-03-04,906.5,937.0,905.55,932.005
2009-03-05,932.005,945.13,930.3,939.3
2009-03-07,938.2,938.2,938.2,938.2
2009-03-08,938.2,942.0,911.16,922.21
2009-03-09,922.21,923.01,891.46,897.9
2009-03-10,897.9,913.5,892.4,909.305
2009-03-11,909.355,931.255,905.9,927.15
2009-03-12,927.15,939.18,919.62,929.77
2009-03-13,929.77,929.77,929.77,929.77
2009-03-14,928.77,929.77,926.35,926.65
2009-03-15,926.65,929.955,915.695,923.9
2009-03-16,923.95,924.65,912.55,915.1
2009-03-17,915.1,948.85,883.405,941.2
2009-03-18,941.23,962.7,925.6,959.95
2009-03-19,959.85,967.2,946.8,953.0
2009-03-20,953.7,953.7,953.7,953.7
2009-03-21,954.7,954.7,952.7,953.35
2009-03-22,953.35,957.61,936.4,940.0
2009-03-23,940.0,944.57,917.3,925.85
2009-03-24,925.85,941.4,916.84,933.95
2009-03-25,933.95,945.9,931.875,934.45
2009-03-26,934.45,936.95,918.74,923.19
2009-03-27,922.15,922.15,921.65,922.15
2009-03-28,921.65,923.15,921.65,922.98
2009-03-29,922.98,932.45,908.805,917.4
2009-03-30,917.63,925.005,911.855,919.15
2009-03-31,919.15,933.645,916.895,926.9
2009-04-01,926.95,929.605,894.855,904.35
2009-04-02,904.05,909.85,890.97,893.12
2009-04-03,893.12,893.12,892.75,892.75
2009-04-04,893.15,894.35,893.15,894.35
2009-04-05,894.35,897.18,865.37,868.95
2009-04-06,868.92,885.17,868.57,880.87
2009-04-07,880.87,890.25,878.52,880.4
2009-04-08,880.4,886.455,874.855,879.38
2009-04-09,879.23,885.88,878.38,882.11
2009-04-11,879.23,879.23,879.23,879.23
2009-04-12,879.23,899.95,879.23,893.75
2009-04-13,893.75,898.505,886.25,890.55
2009-04-14,890.55,899.705,885.755,891.1
2009-04-15,891.1,894.005,872.355,875.75
2009-04-16,875.75,877.05,864.98,868.68
2009-04-18,868.8,869.0,868.8,869.0
2009-04-19,869.0,888.605,865.0,884.5
2009-04-20,884.5,895.375,878.975,883.87
2009-04-21,883.87,893.58,882.17,889.6
2009-04-22,889.6,908.975,889.55,904.3
2009-04-23,904.3,914.06,902.85,912.86
2009-04-25,913.03,913.06,913.03,913.06
2009-04-26,913.06,918.65,905.25,906.2
2009-04-27,906.2,906.73,884.41,893.45
2009-04-28,893.45,903.15,886.725,897.9
2009-04-29,897.9,900.13,881.105,888.0
2009-04-30,888.0,889.95,880.2,886.55
2009-05-03,885.5,907.45,885.35,901.9
2009-05-04,901.9,915.95,894.85,897.15
2009-05-05,897.13,912.715,895.4,911.05
2009-05-06,911.05,925.725,908.72,910.61
2009-05-07,910.56,920.215,905.415,916.66
2009-05-10,916.56,917.96,908.715,913.6
2009-05-11,913.6,924.295,912.025,923.29
2009-05-12,923.29,930.755,917.68,926.3
2009-05-13,926.3,929.1,920.375,926.52
2009-05-14,926.52,934.27,924.02,931.78
2009-05-16,931.53,931.53,931.53,931.53
2009-05-17,931.53,934.1,915.3,918.35
2009-05-18,918.35,929.75,917.93,925.05
2009-05-19,925.05,940.825,925.05,938.65
2009-05-20,938.65,956.57,936.02,953.82
2009-05-21,953.82,961.75,950.225,957.3
2009-05-24,957.45,960.075,952.925,958.97
2009-05-25,958.82,958.92,940.98,951.8
2009-05-26,951.8,959.655,946.775,949.8
2009-05-27,949.8,965.31,944.55,959.41
2009-05-28,959.41,980.35,959.01,979.1
2009-05-29,979.1,979.1,979.1,979.1
2009-05-30,979.4,979.4,979.38,979.38
2009-05-31,979.38,988.935,973.605,975.05
2009-06-01,975.05,986.825,969.555,981.75
2009-06-02,981.75,990.305,960.605,963.0
2009-06-03,963.0,981.955,960.955,980.2
2009-06-04,980.2,983.77,953.1,955.35
2009-06-07,955.25,960.15,943.565,951.92
2009-06-08,952.01,962.225,947.565,954.71
2009-06-09,954.9,965.57,947.18,954.3
2009-06-10,954.26,962.105,942.995,954.79
2009-06-11,954.88,958.31,936.215,939.26
2009-06-14,938.36,939.17,926.275,928.33
2009-06-15,928.23,939.715,927.23,934.77
2009-06-16,934.67,940.415,928.015,938.58
2009-06-17,938.62,943.41,930.415,933.44
2009-06-18,933.47,939.29,931.36,934.08
2009-06-21,934.48,935.28,918.36,922.62
2009-06-22,922.58,926.865,913.21,925.73
2009-06-23,925.57,942.405,922.6,931.37
2009-06-24,931.32,940.105,930.21,939.13
2009-06-25,939.13,948.675,936.625,939.63
2009-06-26,939.63,939.63,939.63,939.63
2009-06-27,939.08,939.08,939.08,939.08
2009-06-28,940.63,942.935,933.23,937.99
2009-06-29,938.03,945.145,923.56,926.44
2009-06-30,926.4,946.535,926.2,940.69
2009-07-01,940.63,941.72,926.66,929.77
2009-07-02,929.75,934.48,927.97,932.62
2009-07-04,932.62,932.62,932.62,932.62
2009-07-05,932.62,932.65,920.805,925.07
2009-07-06,925.13,932.27,921.43,924.54
2009-07-07,924.55,925.85,905.165,909.49
2009-07-08,909.63,918.605,906.56,912.32
2009-07-09,912.29,915.455,907.005,912.99
2009-07-12,912.99,923.485,908.065,920.25
2009-07-13,920.29,927.87,918.03,925.67
2009-07-14,925.62,942.295,924.76,939.14
2009-07-15,939.29,940.645,932.815,937.36
2009-07-16,937.51,940.125,931.985,937.58
2009-07-18,937.53,937.53,937.25,937.25
2009-07-19,937.25,955.385,937.25,948.85
2009-07-20,948.8,953.9,944.5,948.6
2009-07-21,948.65,954.67,944.93,951.28
2009-07-22,951.33,957.525,947.56,949.21
2009-07-23,949.31,954.325,947.36,951.37
2009-07-26,951.82,959.14,948.06,953.84
2009-07-27,953.9,956.86,934.42,937.56
2009-07-28,937.48,941.13,925.81,929.91
2009-07-29,929.82,937.235,928.83,934.43
2009-07-30,934.47,956.995,932.67,954.05
2009-08-01,954.75,954.75,954.75,954.75
2009-08-02,953.35,962.395,952.195,956.86
2009-08-03,956.89,970.31,951.26,966.89
2009-08-04,966.85,968.19,959.08,963.49
2009-08-05,963.55,971.865,956.465,963.45
2009-08-06,963.47,965.58,953.46,955.09
2009-08-07,954.99,954.99,954.99,954.99
2009-08-08,954.99,954.99,954.99,954.99
2009-08-09,955.34,956.99,942.68,946.34
2009-08-10,946.29,949.905,942.185,946.14
2009-08-11,946.2,952.425,940.26,947.06
2009-08-12,947.13,960.745,946.78,954.99
2009-08-13,955.05,959.34,942.495,948.46
2009-08-14,948.56,948.56,948.56,948.56
2009-08-15,948.27,948.27,947.73,947.77
2009-08-16,947.77,948.45,930.45,934.61
2009-08-17,934.7,940.09,933.05,938.63
2009-08-18,938.58,945.21,932.19,942.04
2009-08-19,942.07,945.925,937.485,940.71
2009-08-20,940.8,958.19,938.005,953.83
2009-08-23,953.46,957.09,935.11,941.53
2009-08-24,941.43,954.56,941.38,944.73
2009-08-25,944.63,950.12,940.22,945.59
2009-08-26,945.64,950.79,941.83,948.15
2009-08-27,948.05,962.0,948.05,954.98
2009-08-30,956.23,960.73,943.63,951.25
2009-08-31,951.1,957.16,946.615,956.24
2009-09-01,956.27,980.555,951.7,978.45
2009-09-02,978.55,997.585,974.58,991.93
2009-09-03,992.02,996.375,985.66,994.08
2009-09-05,994.01,994.01,993.6,993.6
2009-09-06,994.45,996.775,991.065,995.09
2009-09-07,995.47,1007.845,992.79,995.4
2009-09-08,995.45,1003.375,987.555,992.35
2009-09-09,992.4,998.665,983.115,996.59
2009-09-10,996.44,1011.905,994.775,1005.16
2009-09-13,1005.16,1008.1,993.61,1000.16
2009-09-14,1000.1,1009.83,992.57,1007.62
2009-09-15,1007.67,1020.88,1006.33,1017.33
2009-09-16,1017.4,1024.28,1010.48,1013.62
2009-09-17,1013.58,1017.94,1006.27,1007.64
2009-09-18,1007.68,1007.68,1007.68,1007.68
2009-09-20,1004.16,1007.02,996.06,1003.66
2009-09-21,1003.63,1019.905,1002.84,1014.49
2009-09-22,1014.55,1018.82,1006.21,1008.3
2009-09-23,1008.05,1019.25,990.81,994.1
2009-09-24,994.0,999.27,985.285,990.99
2009-09-26,991.47,991.47,991.47,991.47
2009-09-27,991.8,996.91,986.18,991.1
2009-09-28,991.05,995.97,985.28,992.31
2009-09-29,992.28,1009.3,991.76,1007.67
2009-09-30,1007.71,1009.89,997.93,999.28
2009-10-01,999.32,1007.71,986.9,1002.93
2009-10-02,1002.83,1002.83,1002.83,1002.83
2009-10-03,1001.83,1002.33,999.83,1002.33
2009-10-04,1002.3,1017.745,1001.2,1017.28
2009-10-05,1017.22,1043.7,1015.58,1042.04
2009-10-06,1042.0,1048.5,1036.67,1044.07
2009-10-07,1044.03,1061.56,1043.16,1055.04
2009-10-08,1054.93,1055.51,1043.76,1049.3
2009-10-11,1049.15,1059.27,1047.355,1057.12
2009-10-12,1057.09,1068.74,1051.31,1064.33
2009-10-13,1064.29,1070.79,1056.22,1062.53
2009-10-14,1062.57,1065.97,1046.71,1050.35
2009-10-15,1050.38,1056.97,1043.2,1053.54
2009-10-16,1053.65,1053.65,1053.59,1053.59
2009-10-18,1051.87,1064.82,1048.16,1064.14
2009-10-19,1064.18,1068.13,1052.14,1055.31
2009-10-20,1055.35,1065.0,1048.06,1059.07
2009-10-21,1059.13,1061.7,1051.75,1060.01
2009-10-22,1059.91,1067.79,1050.25,1055.57
2009-10-25,1055.07,1060.01,1037.91,1038.76
2009-10-26,1039.0,1043.92,1032.77,1040.05
2009-10-27,1040.0,1042.105,1026.81,1028.16
2009-10-28,1028.19,1047.98,1026.86,1047.18
2009-10-29,1047.15,1049.01,1035.31,1045.55
2009-11-01,1044.75,1062.7,1041.98,1059.57
2009-11-02,1059.68,1088.005,1055.5,1084.06
2009-11-03,1084.1,1097.81,1080.02,1092.15
2009-11-04,1092.19,1094.79,1084.17,1090.31
2009-11-05,1090.28,1101.27,1086.74,1095.01
2009-11-06,1094.97,1094.97,1094.97,1094.97
2009-11-07,1099.97,1099.97,1096.97,1096.97
2009-11-08,1097.97,1110.96,1095.77,1103.92
2009-11-09,1103.95,1109.3,1097.12,1105.78
2009-11-10,1105.74,1118.71,1105.45,1117.46
2009-11-11,1117.5,1123.11,1102.77,1103.695
2009-11-12,1103.605,1119.44,1101.26,1118.67
2009-11-13,1118.64,1118.64,1118.64,1118.64
2009-11-14,1118.64,1119.05,1118.15,1119.05
2009-11-15,1118.83,1143.515,1118.83,1139.04
2009-11-16,1138.94,1141.89,1128.18,1141.53
2009-11-17,1141.29,1153.07,1136.125,1145.5
2009-11-18,1145.54,1146.42,1130.15,1144.46
2009-11-19,1144.41,1151.2,1132.64,1150.41
2009-11-21,1150.41,1150.41,1150.41,1150.41
2009-11-22,1150.61,1173.89,1150.61,1166.07
2009-11-23,1165.97,1171.3,1158.115,1169.15
2009-11-24,1169.06,1191.85,1166.935,1191.69
2009-11-25,1191.78,1195.395,1180.59,1191.88
2009-11-26,1191.85,1192.25,1137.77,1177.53
2009-11-27,1177.38,1177.38,1177.38,1177.38
2009-11-29,1177.68,1182.97,1164.14,1179.52
2009-11-30,1179.46,1201.62,1175.505,1196.6
2009-12-01,1196.65,1217.315,1195.1,1215.72
2009-12-02,1215.77,1226.525,1204.48,1207.75
2009-12-03,1207.7,1212.765,1147.65,1161.11
2009-12-04,1161.15,1161.15,1161.15,1161.15
2009-12-05,1161.25,1161.55,1161.25,1161.55
2009-12-06,1161.55,1165.255,1135.435,1158.24
2009-12-07,1158.27,1168.985,1124.765,1128.34
2009-12-08,1128.2,1147.2,1116.5,1128.69
2009-12-09,1128.72,1137.1,1121.275,1131.37
2009-12-10,1131.32,1142.37,1109.45,1115.05
2009-12-11,1115.18,1115.18,1115.04,1115.04
2009-12-12,1115.04,1115.54,1115.04,1115.54
2009-12-13,1115.54,1127.855,1110.78,1126.55
2009-12-14,1126.47,1129.095,1111.54,1125.2
2009-12-15,1125.25,1141.48,1121.585,1138.06
2009-12-16,1138.15,1141.785,1094.925,1098.75
2009-12-17,1098.7,1117.215,1096.75,1113.23
2009-12-18,1113.27,1113.27,1113.27,1113.27
2009-12-19,1113.27,1113.27,1111.97,1112.17
