time,EURUSD,GBPUSD,EURAUD
2018-01-22 22:00:00+00:00,1.2257799999999999,1.398245,1.534615
2018-01-23 04:00:00+00:00,1.223765,1.394755,1.535865
2018-01-23 10:00:00+00:00,1.229295,1.4019,1.5371549999999998
2018-01-23 16:00:00+00:00,1.229895,1.3997899999999999,1.537265
2018-01-23 22:00:00+00:00,1.23143,1.403535,1.539595
2018-01-24 04:00:00+00:00,1.23369,1.4093499999999999,1.53145
2018-01-24 10:00:00+00:00,1.2380849999999999,1.4222700000000001,1.5345149999999999
2018-01-24 16:00:00+00:00,1.2408,1.42429,1.539085
2018-01-24 22:00:00+00:00,1.243145,1.4292099999999999,1.53567
2018-01-25 04:00:00+00:00,1.243185,1.428715,1.537475
2018-01-25 10:00:00+00:00,1.25039,1.430145,1.5447350000000002
2018-01-25 16:00:00+00:00,1.2398,1.41419,1.54502
2018-01-25 22:00:00+00:00,1.24294,1.418705,1.543075
2018-01-26 04:00:00+00:00,1.24556,1.4260950000000001,1.5414050000000001
2018-01-26 10:00:00+00:00,1.243295,1.418215,1.536165
2018-01-26 16:00:00+00:00,1.24296,1.41577,1.53255
2018-01-28 22:00:00+00:00,1.2415150000000001,1.4142450000000002,1.5346
2018-01-29 04:00:00+00:00,1.24119,1.41076,1.534265
2018-01-29 10:00:00+00:00,1.23563,1.40632,1.526255
2018-01-29 16:00:00+00:00,1.23827,1.40737,1.529645
2018-01-29 22:00:00+00:00,1.23785,1.4055,1.531185
2018-01-30 04:00:00+00:00,1.239855,1.4072900000000002,1.53332
2018-01-30 10:00:00+00:00,1.24103,1.4112749999999998,1.5348600000000001
2018-01-30 16:00:00+00:00,1.240245,1.41493,1.534325
2018-01-30 22:00:00+00:00,1.2423600000000001,1.41787,1.53857
2018-01-31 04:00:00+00:00,1.245115,1.41293,1.537655
2018-01-31 10:00:00+00:00,1.2456450000000001,1.421995,1.53849
2018-01-31 16:00:00+00:00,1.2413750000000001,1.4193250000000002,1.54092
2018-01-31 22:00:00+00:00,1.2424650000000002,1.41987,1.543135
2018-02-01 04:00:00+00:00,1.24463,1.424885,1.55267
2018-02-01 10:00:00+00:00,1.2469649999999999,1.4237250000000001,1.5538
2018-02-01 16:00:00+00:00,1.25079,1.42669,1.55575
2018-02-01 22:00:00+00:00,1.25001,1.427095,1.56059
2018-02-02 04:00:00+00:00,1.24867,1.42161,1.5627499999999999
2018-02-02 10:00:00+00:00,1.2435450000000001,1.412275,1.565855
2018-02-02 16:00:00+00:00,1.24566,1.41198,1.5725600000000002
2018-02-04 22:00:00+00:00,1.24549,1.4114,1.57124
2018-02-05 04:00:00+00:00,1.24608,1.411595,1.56784
2018-02-05 10:00:00+00:00,1.24199,1.40165,1.564435
2018-02-05 16:00:00+00:00,1.23671,1.39596,1.56971
2018-02-05 22:00:00+00:00,1.2367249999999999,1.39587,1.574385
2018-02-06 04:00:00+00:00,1.240275,1.39932,1.575845
2018-02-06 10:00:00+00:00,1.234445,1.3907850000000002,1.56725
2018-02-06 16:00:00+00:00,1.2377,1.395235,1.5655999999999999
2018-02-06 22:00:00+00:00,1.23859,1.396265,1.571295
2018-02-07 04:00:00+00:00,1.235065,1.39227,1.5701450000000001
2018-02-07 10:00:00+00:00,1.22934,1.38839,1.565665
2018-02-07 16:00:00+00:00,1.2263,1.38832,1.567875
2018-02-07 22:00:00+00:00,1.227515,1.388755,1.5707849999999999
2018-02-08 04:00:00+00:00,1.223115,1.3860899999999998,1.5655199999999998
2018-02-08 10:00:00+00:00,1.22598,1.400445,1.57252
2018-02-08 16:00:00+00:00,1.2247,1.39114,1.5739
2018-02-08 22:00:00+00:00,1.225705,1.39359,1.57496
2018-02-09 04:00:00+00:00,1.226485,1.3918949999999999,1.5729950000000001
2018-02-09 10:00:00+00:00,1.22486,1.380525,1.57005
2018-02-09 16:00:00+00:00,1.22512,1.3826800000000001,1.56833
2018-02-11 22:00:00+00:00,1.2287,1.3860299999999999,1.5683099999999999
2018-02-12 04:00:00+00:00,1.22639,1.384455,1.568065
2018-02-12 10:00:00+00:00,1.22772,1.3808799999999999,1.56888
2018-02-12 16:00:00+00:00,1.229115,1.383635,1.5633949999999999
2018-02-12 22:00:00+00:00,1.229195,1.38419,1.562045
2018-02-13 04:00:00+00:00,1.231365,1.388445,1.566345
2018-02-13 10:00:00+00:00,1.23583,1.3881700000000001,1.57237
2018-02-13 16:00:00+00:00,1.23521,1.389445,1.571785
2018-02-13 22:00:00+00:00,1.238985,1.39188,1.570735
2018-02-14 04:00:00+00:00,1.2352699999999999,1.387085,1.5713400000000002
2018-02-14 10:00:00+00:00,1.2402950000000001,1.39594,1.574275
2018-02-14 16:00:00+00:00,1.24505,1.39978,1.57094
2018-02-14 22:00:00+00:00,1.245935,1.401445,1.570505
2018-02-15 04:00:00+00:00,1.248705,1.40606,1.570035
2018-02-15 10:00:00+00:00,1.247755,1.4055900000000001,1.580295
2018-02-15 16:00:00+00:00,1.2506599999999999,1.40988,1.57401
2018-02-15 22:00:00+00:00,1.25392,1.411885,1.57551
2018-02-16 04:00:00+00:00,1.25275,1.4097499999999998,1.56989
2018-02-16 10:00:00+00:00,1.244785,1.403945,1.570825
2018-02-16 16:00:00+00:00,1.24097,1.40321,1.56888
2018-02-18 22:00:00+00:00,1.242105,1.4039700000000002,1.567265
2018-02-19 04:00:00+00:00,1.2410649999999999,1.40162,1.566135
2018-02-19 10:00:00+00:00,1.239735,1.39939,1.56757
2018-02-19 16:00:00+00:00,1.24074,1.4002,1.568035
2018-02-19 22:00:00+00:00,1.2385899999999999,1.397325,1.566425
2018-02-20 04:00:00+00:00,1.2343600000000001,1.40048,1.56412
2018-02-20 10:00:00+00:00,1.2340499999999999,1.400465,1.562255
2018-02-20 16:00:00+00:00,1.2337150000000001,1.3996300000000002,1.564945
2018-02-20 22:00:00+00:00,1.233035,1.398885,1.569025
2018-02-21 04:00:00+00:00,1.233365,1.396985,1.57037
2018-02-21 10:00:00+00:00,1.23194,1.397865,1.5704500000000001
2018-02-21 16:00:00+00:00,1.22854,1.39198,1.57406
2018-02-21 22:00:00+00:00,1.22774,1.39104,1.574245
2018-02-22 04:00:00+00:00,1.229385,1.388795,1.572115
2018-02-22 10:00:00+00:00,1.232175,1.3944299999999998,1.569335
2018-02-22 16:00:00+00:00,1.233145,1.39574,1.571675
2018-02-22 22:00:00+00:00,1.23069,1.394765,1.57199
2018-02-23 04:00:00+00:00,1.230785,1.39682,1.573685
2018-02-23 10:00:00+00:00,1.23001,1.3973149999999999,1.57227
2018-02-23 16:00:00+00:00,1.22957,1.39707,1.5681699999999998
2018-02-25 22:00:00+00:00,1.231025,1.399725,1.56599
2018-02-26 04:00:00+00:00,1.234275,1.40611,1.5676649999999999
2018-02-26 10:00:00+00:00,1.22896,1.39413,1.5674549999999998
2018-02-26 16:00:00+00:00,1.231765,1.3965649999999998,1.56823
2018-02-26 22:00:00+00:00,1.23242,1.395665,1.571625
2018-02-27 04:00:00+00:00,1.233145,1.395355,1.5728550000000001
2018-02-27 10:00:00+00:00,1.22389,1.3881700000000001,1.5672549999999998
2018-02-27 16:00:00+00:00,1.22333,1.390825,1.57044
2018-02-27 22:00:00+00:00,1.222365,1.390115,1.569325
2018-02-28 04:00:00+00:00,1.222,1.389145,1.56482
2018-02-28 10:00:00+00:00,1.21962,1.378115,1.5654
2018-02-28 16:00:00+00:00,1.219455,1.37603,1.5710799999999998
2018-02-28 22:00:00+00:00,1.219595,1.375765,1.577245
2018-03-01 04:00:00+00:00,1.2181799999999998,1.3740450000000002,1.57894
2018-03-01 10:00:00+00:00,1.217655,1.37207,1.572075
2018-03-01 16:00:00+00:00,1.2266599999999999,1.377755,1.581775
2018-03-01 22:00:00+00:00,1.2280250000000001,1.37851,1.583715
2018-03-02 04:00:00+00:00,1.22759,1.377335,1.58381
2018-03-02 10:00:00+00:00,1.230945,1.3768850000000001,1.589655
2018-03-02 16:00:00+00:00,1.23183,1.3803100000000001,1.5868099999999998
2018-03-04 22:00:00+00:00,1.2327,1.3794,1.5904349999999998
2018-03-05 04:00:00+00:00,1.2322350000000002,1.381705,1.59023
2018-03-05 10:00:00+00:00,1.232755,1.38477,1.5909900000000001
2018-03-05 16:00:00+00:00,1.233585,1.3849550000000002,1.5884550000000002
2018-03-05 22:00:00+00:00,1.234955,1.384435,1.587545
2018-03-06 04:00:00+00:00,1.234415,1.384895,1.59023
2018-03-06 10:00:00+00:00,1.2398,1.38827,1.5866699999999998
2018-03-06 16:00:00+00:00,1.240505,1.38902,1.58442
2018-03-06 22:00:00+00:00,1.24193,1.3892600000000002,1.59143
2018-03-07 04:00:00+00:00,1.2423549999999999,1.386565,1.59181
2018-03-07 10:00:00+00:00,1.24029,1.38951,1.588265
2018-03-07 16:00:00+00:00,1.241145,1.3900700000000001,1.58626
2018-03-07 22:00:00+00:00,1.24071,1.39066,1.58416
2018-03-08 04:00:00+00:00,1.238295,1.386285,1.587895
2018-03-08 10:00:00+00:00,1.232765,1.382865,1.5846
2018-03-08 16:00:00+00:00,1.231215,1.380965,1.58128
2018-03-08 22:00:00+00:00,1.23103,1.380535,1.58201
2018-03-09 04:00:00+00:00,1.230205,1.381145,1.577575
2018-03-09 10:00:00+00:00,1.231905,1.3868,1.572085
2018-03-09 16:00:00+00:00,1.23059,1.3847800000000001,1.56805
2018-03-11 21:00:00+00:00,1.23217,1.385945,1.5667900000000001
2018-03-12 03:00:00+00:00,1.233425,1.38771,1.568035
2018-03-12 09:00:00+00:00,1.23207,1.389525,1.5650499999999998
2018-03-12 15:00:00+00:00,1.23347,1.3905150000000002,1.5668549999999999
2018-03-12 21:00:00+00:00,1.233425,1.39006,1.56572
2018-03-13 03:00:00+00:00,1.2334100000000001,1.3891049999999998,1.56752
2018-03-13 09:00:00+00:00,1.2374649999999998,1.396795,1.5706950000000002
2018-03-13 15:00:00+00:00,1.2390349999999999,1.3962949999999998,1.57638
2018-03-13 21:00:00+00:00,1.2409,1.39926,1.57593
2018-03-14 03:00:00+00:00,1.237515,1.39539,1.56883
2018-03-14 09:00:00+00:00,1.23636,1.3961700000000001,1.56802
2018-03-14 15:00:00+00:00,1.23678,1.396235,1.57002
2018-03-14 21:00:00+00:00,1.237935,1.39766,1.570335
2018-03-15 03:00:00+00:00,1.236505,1.396255,1.571835
2018-03-15 09:00:00+00:00,1.2344,1.39817,1.576535
2018-03-15 15:00:00+00:00,1.230475,1.393775,1.577935
2018-03-15 21:00:00+00:00,1.230575,1.39255,1.58007
2018-03-16 03:00:00+00:00,1.23183,1.39687,1.5808149999999999
2018-03-16 09:00:00+00:00,1.226185,1.3895499999999998,1.5870350000000002
2018-03-16 15:00:00+00:00,1.22895,1.39465,1.59326
2018-03-18 21:00:00+00:00,1.22706,1.392945,1.592525
2018-03-19 03:00:00+00:00,1.22798,1.394635,1.5951650000000002
2018-03-19 09:00:00+00:00,1.232375,1.40421,1.600005
2018-03-19 15:00:00+00:00,1.233535,1.4023750000000001,1.5981450000000001
2018-03-19 21:00:00+00:00,1.23457,1.40364,1.60195
2018-03-20 03:00:00+00:00,1.234645,1.40649,1.6016949999999999
2018-03-20 09:00:00+00:00,1.22725,1.40106,1.595625
2018-03-20 15:00:00+00:00,1.2241149999999998,1.399725,1.5932650000000002
2018-03-20 21:00:00+00:00,1.225715,1.40068,1.59379
2018-03-21 03:00:00+00:00,1.228015,1.4031950000000002,1.59742
2018-03-21 09:00:00+00:00,1.228765,1.4074049999999998,1.5952099999999998
2018-03-21 15:00:00+00:00,1.233755,1.4140350000000002,1.588845
2018-03-21 21:00:00+00:00,1.2359,1.4160650000000001,1.59593
2018-03-22 03:00:00+00:00,1.235655,1.41676,1.59313
2018-03-22 09:00:00+00:00,1.23087,1.4102299999999999,1.596025
2018-03-22 15:00:00+00:00,1.23013,1.409565,1.599115
2018-03-22 21:00:00+00:00,1.233315,1.4112749999999998,1.597505
2018-03-23 03:00:00+00:00,1.2336200000000002,1.4104700000000001,1.59775
2018-03-23 09:00:00+00:00,1.233755,1.416215,1.595035
2018-03-23 15:00:00+00:00,1.2352400000000001,1.41343,1.6049600000000002
2018-03-25 21:00:00+00:00,1.23754,1.41629,1.601805
2018-03-26 03:00:00+00:00,1.2392050000000001,1.4196149999999998,1.60179
2018-03-26 09:00:00+00:00,1.2441849999999999,1.42231,1.61293
2018-03-26 15:00:00+00:00,1.24451,1.4230450000000001,1.60629
2018-03-26 21:00:00+00:00,1.244675,1.422875,1.6090849999999999
2018-03-27 03:00:00+00:00,1.2429649999999999,1.414855,1.610145
2018-03-27 09:00:00+00:00,1.23933,1.41428,1.60779
2018-03-27 15:00:00+00:00,1.240275,1.41568,1.6151
2018-03-27 21:00:00+00:00,1.241775,1.418665,1.6137199999999998
2018-03-28 03:00:00+00:00,1.239725,1.416075,1.6183649999999998
2018-03-28 09:00:00+00:00,1.235155,1.409865,1.6107550000000002
2018-03-28 15:00:00+00:00,1.23079,1.407555,1.606245
2018-03-28 21:00:00+00:00,1.23232,1.407595,1.60948
2018-03-29 03:00:00+00:00,1.230685,1.40396,1.604505
2018-03-29 09:00:00+00:00,1.22987,1.4032550000000001,1.603085
2018-03-29 15:00:00+00:00,1.229985,1.40192,1.6019899999999998
2018-03-29 21:00:00+00:00,1.231475,1.4028900000000002,1.60262
2018-03-30 03:00:00+00:00,1.23285,1.405475,1.6008499999999999
2018-03-30 09:00:00+00:00,1.232135,1.403575,1.60215
2018-03-30 15:00:00+00:00,1.23241,1.4012099999999998,1.6041699999999999
2018-04-01 21:00:00+00:00,1.232385,1.4047749999999999,1.60501
2018-04-02 03:00:00+00:00,1.232905,1.40656,1.60497
2018-04-02 09:00:00+00:00,1.231195,1.4055900000000001,1.606015
2018-04-02 15:00:00+00:00,1.2301950000000001,1.40431,1.60575
2018-04-02 21:00:00+00:00,1.23075,1.405705,1.602895
2018-04-03 03:00:00+00:00,1.2317,1.4081199999999998,1.601795
2018-04-03 09:00:00+00:00,1.227285,1.40384,1.599465
2018-04-03 15:00:00+00:00,1.227065,1.40599,1.5966900000000002
2018-04-03 21:00:00+00:00,1.228105,1.40877,1.59332
2018-04-04 03:00:00+00:00,1.229225,1.40767,1.60107
2018-04-04 09:00:00+00:00,1.2298499999999999,1.408425,1.59707
2018-04-04 15:00:00+00:00,1.22777,1.40792,1.59107
2018-04-04 21:00:00+00:00,1.2279849999999999,1.4077250000000001,1.59365
2018-04-05 03:00:00+00:00,1.22669,1.40405,1.5965500000000001
2018-04-05 09:00:00+00:00,1.222925,1.39984,1.591175
2018-04-05 15:00:00+00:00,1.2239849999999999,1.4004699999999999,1.59275
2018-04-05 21:00:00+00:00,1.22553,1.4013849999999999,1.59399
2018-04-06 03:00:00+00:00,1.22355,1.4004949999999998,1.592085
2018-04-06 09:00:00+00:00,1.226165,1.408265,1.595955
2018-04-06 15:00:00+00:00,1.22811,1.40926,1.6002200000000002
2018-04-08 21:00:00+00:00,1.22735,1.409675,1.5965
2018-04-09 03:00:00+00:00,1.22801,1.41113,1.60183
2018-04-09 09:00:00+00:00,1.231105,1.41276,1.6005099999999999
2018-04-09 15:00:00+00:00,1.23209,1.41302,1.600435
2018-04-09 21:00:00+00:00,1.2316449999999999,1.412915,1.5922100000000001
2018-04-10 03:00:00+00:00,1.232515,1.41672,1.59462
2018-04-10 09:00:00+00:00,1.234965,1.41733,1.59299
2018-04-10 15:00:00+00:00,1.235595,1.41745,1.591845
2018-04-10 21:00:00+00:00,1.235855,1.417685,1.594425
2018-04-11 03:00:00+00:00,1.23772,1.4194550000000001,1.59756
2018-04-11 09:00:00+00:00,1.238385,1.4206949999999998,1.5935549999999998
2018-04-11 15:00:00+00:00,1.236745,1.4176199999999999,1.594395
2018-04-11 21:00:00+00:00,1.2365249999999999,1.4179050000000002,1.59514
2018-04-12 03:00:00+00:00,1.2345899999999999,1.415805,1.59446
2018-04-12 09:00:00+00:00,1.23171,1.423215,1.5875249999999999
2018-04-12 15:00:00+00:00,1.232605,1.4225949999999998,1.5895000000000001
2018-04-12 21:00:00+00:00,1.23293,1.42364,1.58619
2018-04-13 03:00:00+00:00,1.233485,1.42845,1.58243
2018-04-13 09:00:00+00:00,1.2328000000000001,1.424775,1.585925
2018-04-13 15:00:00+00:00,1.23306,1.42371,1.5883600000000002
2018-04-15 21:00:00+00:00,1.2340200000000001,1.42612,1.5875050000000002
2018-04-16 03:00:00+00:00,1.2364950000000001,1.42714,1.59074
2018-04-16 09:00:00+00:00,1.236735,1.432885,1.59033
2018-04-16 15:00:00+00:00,1.237915,1.4339499999999998,1.590915
2018-04-16 21:00:00+00:00,1.238145,1.43398,1.593185
2018-04-17 03:00:00+00:00,1.238545,1.4327999999999999,1.59213
2018-04-17 09:00:00+00:00,1.234585,1.4308999999999998,1.5888749999999998
2018-04-17 15:00:00+00:00,1.236975,1.42884,1.5925500000000001
2018-04-17 21:00:00+00:00,1.23799,1.430555,1.59397
2018-04-18 03:00:00+00:00,1.23594,1.419275,1.595115
2018-04-18 09:00:00+00:00,1.23769,1.42346,1.5884550000000002
2018-04-18 15:00:00+00:00,1.237415,1.4204599999999998,1.58974
2018-04-18 21:00:00+00:00,1.23779,1.419425,1.590735
2018-04-19 03:00:00+00:00,1.236645,1.417805,1.586185
2018-04-19 09:00:00+00:00,1.23645,1.42204,1.5905999999999998
2018-04-19 15:00:00+00:00,1.23451,1.4086400000000001,1.5971950000000001
2018-04-19 21:00:00+00:00,1.2337850000000001,1.40757,1.599605
2018-04-20 03:00:00+00:00,1.231465,1.406655,1.598455
2018-04-20 09:00:00+00:00,1.2279200000000001,1.402475,1.6000649999999998
2018-04-20 15:00:00+00:00,1.22884,1.4003,1.60203
2018-04-22 21:00:00+00:00,1.227515,1.4022700000000001,1.59898
2018-04-23 03:00:00+00:00,1.223865,1.3990900000000002,1.60063
2018-04-23 09:00:00+00:00,1.22207,1.39505,1.60439
2018-04-23 15:00:00+00:00,1.2208299999999999,1.393835,1.605515
2018-04-23 21:00:00+00:00,1.220805,1.3942350000000001,1.60458
2018-04-24 03:00:00+00:00,1.220285,1.395305,1.602695
2018-04-24 09:00:00+00:00,1.22149,1.396335,1.60868
2018-04-24 15:00:00+00:00,1.2233,1.397735,1.6088200000000001
2018-04-24 21:00:00+00:00,1.222565,1.39808,1.6119249999999998
2018-04-25 03:00:00+00:00,1.2203,1.39564,1.61053
2018-04-25 09:00:00+00:00,1.2172100000000001,1.393465,1.60989
2018-04-25 15:00:00+00:00,1.216075,1.393185,1.6075599999999999
2018-04-25 21:00:00+00:00,1.21716,1.39398,1.60823
2018-04-26 03:00:00+00:00,1.21712,1.3911099999999998,1.6094849999999998
2018-04-26 09:00:00+00:00,1.21152,1.39357,1.60366
2018-04-26 15:00:00+00:00,1.210325,1.39168,1.6023
2018-04-26 21:00:00+00:00,1.2112,1.392485,1.6025749999999999
2018-04-27 03:00:00+00:00,1.207145,1.38205,1.59942
2018-04-27 09:00:00+00:00,1.210135,1.37955,1.598995
2018-04-27 15:00:00+00:00,1.21303,1.3780999999999999,1.5999500000000002
2018-04-29 21:00:00+00:00,1.21277,1.37776,1.60392
2018-04-30 03:00:00+00:00,1.210405,1.373355,1.604065
2018-04-30 09:00:00+00:00,1.2082,1.377545,1.600645
2018-04-30 15:00:00+00:00,1.2079049999999998,1.37635,1.6043349999999998
2018-04-30 21:00:00+00:00,1.2076,1.37598,1.60133
2018-05-01 03:00:00+00:00,1.2033900000000002,1.36833,1.60242
2018-05-01 09:00:00+00:00,1.19917,1.3596400000000002,1.603175
2018-05-01 15:00:00+00:00,1.199205,1.3614549999999999,1.600955
2018-05-01 21:00:00+00:00,1.20065,1.361265,1.600805
2018-05-02 03:00:00+00:00,1.199935,1.364235,1.596505
2018-05-02 09:00:00+00:00,1.195685,1.35999,1.595035
2018-05-02 15:00:00+00:00,1.195055,1.35736,1.59505
2018-05-02 21:00:00+00:00,1.1978499999999999,1.3593950000000001,1.5933899999999999
2018-05-03 03:00:00+00:00,1.1985350000000001,1.35863,1.59327
2018-05-03 09:00:00+00:00,1.1950699999999999,1.35402,1.592895
2018-05-03 15:00:00+00:00,1.19889,1.3576700000000002,1.5916899999999998
2018-05-03 21:00:00+00:00,1.19892,1.35779,1.588605
2018-05-04 03:00:00+00:00,1.19629,1.35465,1.59114
2018-05-04 09:00:00+00:00,1.1928649999999998,1.35163,1.585655
2018-05-04 15:00:00+00:00,1.19619,1.3529499999999999,1.58658
2018-05-06 21:00:00+00:00,1.19726,1.35571,1.587855
2018-05-07 03:00:00+00:00,1.193115,1.3536700000000002,1.588355
2018-05-07 09:00:00+00:00,1.191305,1.356715,1.58415
2018-05-07 15:00:00+00:00,1.19228,1.35556,1.5860699999999999
2018-05-07 21:00:00+00:00,1.1925,1.35637,1.589045
2018-05-08 03:00:00+00:00,1.188855,1.350865,1.5911650000000002
2018-05-08 09:00:00+00:00,1.1853349999999998,1.35167,1.5915650000000001
2018-05-08 15:00:00+00:00,1.186435,1.354775,1.59179
2018-05-08 21:00:00+00:00,1.1853799999999999,1.35346,1.594015
2018-05-09 03:00:00+00:00,1.18564,1.354805,1.593235
2018-05-09 09:00:00+00:00,1.185515,1.357715,1.58894
2018-05-09 15:00:00+00:00,1.1851150000000001,1.35449,1.58847
2018-05-09 21:00:00+00:00,1.186075,1.355785,1.588385
2018-05-10 03:00:00+00:00,1.18737,1.356255,1.587015
2018-05-10 09:00:00+00:00,1.187945,1.346665,1.584255
2018-05-10 15:00:00+00:00,1.191565,1.35194,1.58176
2018-05-10 21:00:00+00:00,1.19147,1.35276,1.582295
2018-05-11 03:00:00+00:00,1.192145,1.3529499999999999,1.57857
2018-05-11 09:00:00+00:00,1.1943700000000002,1.35528,1.58293
2018-05-11 15:00:00+00:00,1.1941,1.3538999999999999,1.5830899999999999
2018-05-13 21:00:00+00:00,1.196485,1.356925,1.583095
2018-05-14 03:00:00+00:00,1.19843,1.35874,1.58811
2018-05-14 09:00:00+00:00,1.19685,1.35937,1.584225
2018-05-14 15:00:00+00:00,1.1926549999999998,1.35551,1.584795
2018-05-14 21:00:00+00:00,1.19346,1.356325,1.58503
2018-05-15 03:00:00+00:00,1.1919300000000002,1.3536899999999998,1.5873149999999998
2018-05-15 09:00:00+00:00,1.1861000000000002,1.349475,1.586805
2018-05-15 15:00:00+00:00,1.183735,1.35072,1.5841699999999999
2018-05-15 21:00:00+00:00,1.18269,1.349795,1.583765
2018-05-16 03:00:00+00:00,1.1836799999999998,1.348905,1.5814149999999998
2018-05-16 09:00:00+00:00,1.1786249999999998,1.3482949999999998,1.570725
2018-05-16 15:00:00+00:00,1.1808,1.34866,1.57117
2018-05-16 21:00:00+00:00,1.18308,1.35622,1.5682800000000001
2018-05-17 03:00:00+00:00,1.1814550000000001,1.3530799999999998,1.569245
2018-05-17 09:00:00+00:00,1.17902,1.35038,1.5685449999999999
2018-05-17 15:00:00+00:00,1.17941,1.3516400000000002,1.5705
2018-05-17 21:00:00+00:00,1.180175,1.351245,1.571385
2018-05-18 03:00:00+00:00,1.1806299999999998,1.3499150000000002,1.571475
2018-05-18 09:00:00+00:00,1.17698,1.3474949999999999,1.56567
2018-05-18 15:00:00+00:00,1.17694,1.34677,1.5671599999999999
2018-05-20 21:00:00+00:00,1.174745,1.34325,1.5613700000000001
2018-05-21 03:00:00+00:00,1.17415,1.34023,1.5600049999999999
2018-05-21 09:00:00+00:00,1.17517,1.341015,1.5543300000000002
2018-05-21 15:00:00+00:00,1.1791200000000002,1.34249,1.555185
2018-05-21 21:00:00+00:00,1.17821,1.341885,1.554415
