,Open,High,Low,Close
2008-08-27,1.47274,1.48114,1.46722,1.4707
2008-08-28,1.47074,1.47674,1.46405,1.46735
2008-08-30,1.46955,1.4723,1.46815,1.46925
2008-08-31,1.4692,1.4718,1.4582,1.46181
2008-09-01,1.46181,1.46181,1.4467,1.45194
2008-09-02,1.45196,1.45317,1.43852,1.44983
2008-09-03,1.44983,1.45444,1.43156,1.43257
2008-09-04,1.43257,1.43489,1.41962,1.4268
2008-09-06,1.42717,1.43406,1.42657,1.43346
2008-09-07,1.4335,1.44295,1.4054,1.41296
2008-09-08,1.41296,1.42265,1.40474,1.4132
2008-09-09,1.4132,1.41792,1.39894,1.39985
2008-09-10,1.39985,1.40005,1.38829,1.39974
2008-09-11,1.39974,1.42326,1.39734,1.4226
2008-09-12,1.42285,1.42285,1.42285,1.42285
2008-09-13,1.42635,1.43481,1.42555,1.43475
2008-09-14,1.43445,1.44808,1.40852,1.42424
2008-09-15,1.42424,1.43099,1.4072,1.41312
2008-09-16,1.413,1.43842,1.40758,1.43266
2008-09-17,1.43266,1.45417,1.42782,1.43494
2008-09-18,1.43494,1.44982,1.41518,1.44673
2008-09-19,1.44662,1.44662,1.44662,1.44662
2008-09-20,1.44735,1.45006,1.44665,1.44855
2008-09-21,1.44855,1.48662,1.4437,1.47766
2008-09-22,1.47766,1.48256,1.46227,1.46487
2008-09-23,1.46487,1.47464,1.46108,1.46218
2008-09-24,1.46218,1.47684,1.45613,1.46093
2008-09-25,1.46093,1.4679,1.45549,1.46121
2008-09-27,1.46077,1.46355,1.45537,1.45557
2008-09-28,1.45562,1.45716,1.43035,1.44317
2008-09-29,1.44317,1.44347,1.401,1.40922
2008-09-30,1.40922,1.41744,1.39752,1.4009
2008-10-01,1.4009,1.40324,1.3748,1.38206
2008-10-02,1.38206,1.39085,1.3702,1.3773
2008-10-03,1.37745,1.37745,1.37745,1.37745
2008-10-04,1.37745,1.37745,1.3612,1.3674
2008-10-05,1.36715,1.37089,1.34434,1.34992
2008-10-06,1.34992,1.37425,1.34806,1.35889
2008-10-07,1.35889,1.3756,1.35445,1.3653
2008-10-08,1.3653,1.37852,1.35806,1.36044
2008-10-09,1.36064,1.3651,1.32581,1.34052
2008-10-10,1.34052,1.34052,1.33998,1.33998
2008-10-11,1.34163,1.3597,1.34163,1.35755
2008-10-12,1.35746,1.36834,1.3458,1.35833
2008-10-13,1.35833,1.37696,1.35752,1.36186
2008-10-14,1.36186,1.36886,1.34842,1.34992
2008-10-15,1.34992,1.35398,1.33454,1.34558
2008-10-16,1.34558,1.35182,1.33871,1.34108
2008-10-18,1.34108,1.3432,1.34018,1.34285
2008-10-19,1.34313,1.35301,1.3288,1.33435
2008-10-20,1.33435,1.33585,1.30517,1.30633
2008-10-21,1.30633,1.30775,1.27431,1.28561
2008-10-22,1.2859,1.29358,1.27292,1.29344
2008-10-23,1.29342,1.30047,1.2497,1.26235
2008-10-25,1.26162,1.2617,1.2561,1.2561
2008-10-26,1.256,1.26878,1.23355,1.24942
2008-10-27,1.24942,1.27451,1.23298,1.26824
2008-10-28,1.26806,1.29924,1.26258,1.29604
2008-10-29,1.29649,1.32982,1.28048,1.29144
2008-10-30,1.29144,1.29216,1.26671,1.27238
2008-11-01,1.27242,1.27869,1.27242,1.27479
2008-11-02,1.27469,1.28983,1.25956,1.26431
2008-11-03,1.26431,1.30484,1.25275,1.2981
2008-11-04,1.29815,1.31165,1.27936,1.29557
2008-11-05,1.29557,1.29567,1.26802,1.27159
2008-11-06,1.27144,1.28512,1.26531,1.27184
2008-11-07,1.27159,1.2716,1.27159,1.2716
2008-11-08,1.2719,1.28225,1.2719,1.2816
2008-11-09,1.28175,1.2927,1.27184,1.2751
2008-11-10,1.2751,1.28002,1.25073,1.25235
2008-11-11,1.25235,1.26321,1.24655,1.2506
2008-11-12,1.2506,1.28565,1.23888,1.2769
2008-11-13,1.2769,1.28306,1.25724,1.26047
2008-11-15,1.25951,1.25987,1.25355,1.25361
2008-11-16,1.25366,1.27422,1.25135,1.2651
2008-11-17,1.2651,1.27006,1.2567,1.26186
2008-11-18,1.26184,1.28146,1.2484,1.24892
2008-11-19,1.24886,1.25937,1.24326,1.24537
2008-11-20,1.24537,1.2638,1.24217,1.25873
2008-11-22,1.25873,1.25973,1.25698,1.25908
2008-11-23,1.25908,1.29571,1.25684,1.2957
2008-11-24,1.29552,1.30818,1.28042,1.30648
2008-11-25,1.30676,1.30708,1.28186,1.28794
2008-11-26,1.28794,1.29684,1.286,1.29042
2008-11-27,1.2905,1.29567,1.2646,1.26909
2008-11-28,1.26909,1.26909,1.26909,1.26909
2008-11-29,1.26909,1.27215,1.26909,1.27155
2008-11-30,1.27155,1.27161,1.25824,1.26102
2008-12-01,1.26112,1.27666,1.25622,1.27144
2008-12-02,1.27096,1.27421,1.2602,1.27158
2008-12-03,1.2716,1.28488,1.25494,1.27768
2008-12-04,1.2777,1.28072,1.26277,1.27162
2008-12-05,1.27188,1.27188,1.27188,1.27188
2008-12-06,1.2718,1.27339,1.27179,1.27296
2008-12-07,1.27301,1.29668,1.27155,1.29638
2008-12-08,1.2957,1.3001,1.27988,1.29264
2008-12-09,1.29264,1.30702,1.29032,1.30228
2008-12-10,1.3023,1.34065,1.2996,1.3352
2008-12-11,1.3352,1.34152,1.32512,1.33674
2008-12-13,1.33674,1.33865,1.3353,1.33676
2008-12-14,1.33676,1.37214,1.33675,1.36882
2008-12-15,1.36882,1.41505,1.3629,1.39997
2008-12-16,1.39987,1.44382,1.39925,1.44195
2008-12-17,1.44195,1.47204,1.41849,1.42463
2008-12-18,1.42463,1.43093,1.38258,1.39128
2008-12-20,1.39108,1.39378,1.39088,1.39338
2008-12-21,1.39378,1.41248,1.39016,1.39456
2008-12-22,1.39456,1.4021,1.39196,1.39265
2008-12-23,1.39265,1.40197,1.39145,1.40127
2008-12-24,1.4012,1.4027,1.398,1.40174
2008-12-25,1.40082,1.41195,1.39806,1.40303
2008-12-26,1.40299,1.40299,1.40299,1.40299
2008-12-27,1.40359,1.40762,1.40329,1.4064
2008-12-28,1.4064,1.43636,1.39211,1.39276
2008-12-29,1.39276,1.42218,1.39166,1.40582
2008-12-30,1.40582,1.41485,1.38523,1.39759
2008-12-31,1.39795,1.40444,1.39631,1.4044
2009-01-01,1.4044,1.40565,1.38398,1.39211
2009-01-03,1.39181,1.39395,1.38796,1.39065
2009-01-04,1.39065,1.3963,1.3546,1.36353
2009-01-05,1.36353,1.36611,1.33119,1.35366
2009-01-06,1.35336,1.37472,1.34321,1.3644
2009-01-07,1.3644,1.38002,1.35344,1.37025
2009-01-08,1.37017,1.37521,1.34152,1.34767
2009-01-09,1.34757,1.34758,1.34757,1.34758
2009-01-10,1.34755,1.3487,1.34475,1.34781
2009-01-11,1.3476,1.34771,1.32895,1.3362
2009-01-12,1.3362,1.3374,1.31406,1.31821
2009-01-13,1.31821,1.3337,1.30936,1.31912
2009-01-14,1.31915,1.32422,1.30262,1.31166
2009-01-15,1.31104,1.33446,1.31104,1.32667
2009-01-17,1.32719,1.33777,1.32719,1.33395
2009-01-18,1.33395,1.33865,1.30672,1.30688
2009-01-19,1.30688,1.31042,1.2857,1.29068
2009-01-20,1.28888,1.3087,1.28244,1.30237
2009-01-21,1.3024,1.30836,1.29086,1.30019
2009-01-22,1.30016,1.30354,1.27666,1.29879
2009-01-24,1.29718,1.29949,1.29654,1.29661
2009-01-25,1.29659,1.32088,1.28636,1.31886
2009-01-26,1.31886,1.33297,1.31185,1.31608
2009-01-27,1.31608,1.33305,1.3103,1.31666
2009-01-28,1.31666,1.31795,1.29333,1.29538
2009-01-29,1.29538,1.29592,1.27633,1.28127
2009-01-31,1.28105,1.28107,1.27391,1.277
2009-02-01,1.277,1.28992,1.2704,1.28436
2009-02-02,1.28436,1.30576,1.28018,1.30408
2009-02-03,1.30408,1.30698,1.28128,1.28489
2009-02-04,1.28513,1.29056,1.27604,1.27916
2009-02-05,1.27916,1.29934,1.2748,1.29402
2009-02-06,1.29401,1.29401,1.29401,1.29401
2009-02-07,1.29425,1.29725,1.29414,1.2965
2009-02-08,1.2965,1.3094,1.28738,1.3003
2009-02-09,1.3003,1.30754,1.28095,1.2914
2009-02-10,1.2912,1.2997,1.2834,1.29062
2009-02-11,1.29062,1.2944,1.27214,1.28618
2009-02-12,1.28642,1.29426,1.28216,1.28624
2009-02-13,1.28623,1.28623,1.28623,1.28623
2009-02-14,1.28548,1.28831,1.2782,1.27828
2009-02-15,1.27828,1.28246,1.27268,1.28026
2009-02-16,1.28026,1.2806,1.25628,1.2583
2009-02-17,1.2583,1.26408,1.25134,1.25306
2009-02-18,1.2531,1.27605,1.25276,1.26734
2009-02-19,1.26736,1.2884,1.25576,1.28264
2009-02-21,1.28225,1.28225,1.27631,1.2806
2009-02-22,1.2805,1.2992,1.2692,1.2695
2009-02-23,1.2694,1.28769,1.26625,1.28466
2009-02-24,1.28466,1.28996,1.26902,1.27234
2009-02-25,1.27234,1.28106,1.26828,1.27446
2009-02-26,1.27446,1.27516,1.26047,1.26686
2009-02-27,1.26716,1.26716,1.26716,1.26716
2009-02-28,1.26672,1.26672,1.26225,1.26315
2009-03-01,1.2633,1.26379,1.25455,1.25778
2009-03-02,1.25702,1.2678,1.2522,1.25622
2009-03-03,1.25612,1.26637,1.24562,1.26612
2009-03-04,1.2659,1.26644,1.24816,1.254
2009-03-05,1.254,1.27544,1.25304,1.26544
2009-03-07,1.26568,1.26568,1.26518,1.26538
2009-03-08,1.2655,1.2727,1.25562,1.26116
2009-03-09,1.26116,1.28226,1.2579,1.26823
2009-03-10,1.26823,1.28646,1.26172,1.28369
2009-03-11,1.28369,1.29454,1.27326,1.29146
2009-03-12,1.29146,1.29576,1.28628,1.29294
2009-03-13,1.29294,1.29294,1.29294,1.29294
2009-03-14,1.29304,1.29304,1.28785,1.28855
2009-03-15,1.28905,1.30714,1.2837,1.29674
2009-03-16,1.29674,1.30335,1.29314,1.30174
2009-03-17,1.30126,1.34991,1.29865,1.34735
2009-03-18,1.34735,1.3739,1.3417,1.36648
2009-03-19,1.36648,1.37269,1.3517,1.35815
2009-03-20,1.35816,1.35816,1.35816,1.35816
2009-03-21,1.35792,1.36367,1.35622,1.36242
2009-03-22,1.36247,1.37359,1.34852,1.3632
2009-03-23,1.36328,1.36792,1.3432,1.34684
2009-03-24,1.34684,1.36514,1.34186,1.35818
2009-03-25,1.35826,1.36408,1.34942,1.35264
2009-03-26,1.35264,1.35918,1.32576,1.3288
2009-03-27,1.32895,1.32895,1.32895,1.32895
2009-03-28,1.32975,1.33001,1.32039,1.32277
2009-03-29,1.32277,1.32862,1.31131,1.31992
2009-03-30,1.31992,1.33426,1.31742,1.32508
2009-03-31,1.32496,1.32864,1.31662,1.3249
2009-04-01,1.3249,1.3517,1.32226,1.3461
2009-04-02,1.34614,1.34949,1.33652,1.34845
2009-04-04,1.3494,1.35337,1.34874,1.35009
2009-04-05,1.34987,1.35825,1.33578,1.34166
2009-04-06,1.34166,1.3419,1.32273,1.32724
2009-04-07,1.32718,1.33084,1.31478,1.3282
2009-04-08,1.3282,1.33358,1.31265,1.31692
2009-04-09,1.31688,1.3188,1.30925,1.31855
2009-04-11,1.31833,1.32025,1.31605,1.3188
2009-04-12,1.3188,1.33919,1.3126,1.33675
2009-04-13,1.33673,1.33819,1.32266,1.32596
2009-04-14,1.3259,1.32974,1.31468,1.3227
2009-04-15,1.3227,1.32688,1.31257,1.31868
2009-04-16,1.31868,1.31978,1.30178,1.30447
2009-04-18,1.30446,1.30758,1.30345,1.30622
2009-04-19,1.30622,1.30622,1.28881,1.292
2009-04-20,1.292,1.29944,1.28966,1.29498
2009-04-21,1.29498,1.30372,1.28854,1.30062
2009-04-22,1.30062,1.31626,1.298,1.31436
2009-04-23,1.31436,1.3301,1.31133,1.3242
2009-04-25,1.32402,1.32562,1.32308,1.32468
2009-04-26,1.32467,1.32512,1.30001,1.30382
2009-04-27,1.30382,1.31655,1.29649,1.3149
2009-04-28,1.3149,1.33425,1.31206,1.32745
2009-04-29,1.32745,1.33856,1.3191,1.32298
2009-04-30,1.32292,1.33278,1.32173,1.32745
2009-05-01,1.32705,1.32705,1.32675,1.32705
2009-05-02,1.32775,1.3278,1.3259,1.32705
2009-05-03,1.32705,1.34257,1.32125,1.34066
2009-05-04,1.3406,1.34386,1.3283,1.33296
2009-05-05,1.33296,1.33748,1.3246,1.33348
2009-05-06,1.33348,1.34698,1.3252,1.3391
2009-05-07,1.3391,1.36508,1.33425,1.36333
2009-05-09,1.36346,1.36673,1.36346,1.36473
2009-05-10,1.36463,1.36688,1.35574,1.35824
2009-05-11,1.35824,1.3708,1.35635,1.36486
2009-05-12,1.36486,1.37222,1.35668,1.36
2009-05-13,1.36,1.36652,1.35259,1.36396
2009-05-14,1.36396,1.3651,1.34614,1.34953
2009-05-16,1.34925,1.34955,1.34529,1.34795
2009-05-17,1.34795,1.35637,1.34236,1.35613
2009-05-18,1.35618,1.3668,1.35304,1.36298
2009-05-19,1.36328,1.38312,1.35836,1.37806
2009-05-20,1.37806,1.39231,1.37276,1.38906
2009-05-21,1.38912,1.40509,1.38899,1.39982
2009-05-23,1.40034,1.40226,1.3987,1.40187
2009-05-24,1.40211,1.40477,1.39582,1.40172
2009-05-25,1.40172,1.4022,1.38592,1.3986
2009-05-26,1.39854,1.40014,1.38254,1.38276
2009-05-27,1.38276,1.39837,1.37928,1.39402
2009-05-28,1.39422,1.41692,1.39254,1.41575
2009-05-29,1.41485,1.4149,1.41485,1.4149
2009-05-30,1.4147,1.4168,1.41445,1.41445
2009-05-31,1.41445,1.42464,1.40994,1.41594
2009-06-01,1.41594,1.43316,1.41016,1.43028
2009-06-02,1.43028,1.43386,1.41091,1.4163
2009-06-03,1.4163,1.42424,1.40714,1.41848
2009-06-04,1.4181,1.42675,1.39327,1.39683
2009-06-06,1.39706,1.39772,1.39608,1.39708
2009-06-07,1.39708,1.40032,1.38058,1.39004
2009-06-08,1.3897,1.41025,1.38524,1.40642
2009-06-09,1.40652,1.41438,1.39152,1.39842
2009-06-10,1.39826,1.41778,1.39448,1.41082
2009-06-11,1.41096,1.4129,1.3936,1.40165
2009-06-13,1.40105,1.40336,1.3992,1.39965
2009-06-14,1.39956,1.40021,1.3756,1.38026
2009-06-15,1.38032,1.39332,1.37482,1.3837
2009-06-16,1.38386,1.39856,1.38066,1.39426
2009-06-17,1.39418,1.40015,1.38719,1.39008
2009-06-18,1.39004,1.40134,1.38828,1.39365
2009-06-20,1.39385,1.39628,1.39356,1.3949
2009-06-21,1.3951,1.39572,1.38268,1.38656
2009-06-22,1.3865,1.41095,1.38278,1.40774
2009-06-23,1.4076,1.41384,1.38885,1.39291
2009-06-24,1.39287,1.40136,1.389,1.39884
2009-06-25,1.39888,1.41182,1.39831,1.40555
2009-06-26,1.4057,1.4057,1.4057,1.4057
2009-06-27,1.4059,1.4073,1.4053,1.40669
2009-06-28,1.40665,1.41034,1.39824,1.40823
2009-06-29,1.40829,1.41524,1.40014,1.40327
2009-06-30,1.40338,1.42012,1.40012,1.41417
2009-07-01,1.41415,1.41548,1.39893,1.40036
2009-07-02,1.40038,1.40277,1.39284,1.39801
2009-07-03,1.39796,1.39796,1.39796,1.39796
2009-07-04,1.39756,1.39756,1.39566,1.39586
2009-07-05,1.39597,1.39988,1.38768,1.39835
2009-07-06,1.39831,1.40506,1.39042,1.39239
2009-07-07,1.39227,1.39382,1.38328,1.3883
2009-07-08,1.3882,1.40731,1.38589,1.40198
2009-07-09,1.402,1.40308,1.38784,1.39368
2009-07-11,1.39341,1.39503,1.39324,1.39488
2009-07-12,1.39488,1.40014,1.38979,1.39778
2009-07-13,1.39782,1.40146,1.39122,1.39657
2009-07-14,1.39666,1.41348,1.39636,1.41065
2009-07-15,1.41081,1.41662,1.40562,1.41482
2009-07-16,1.41477,1.41508,1.40636,1.41015
2009-07-18,1.4099,1.41125,1.40975,1.40975
2009-07-19,1.40995,1.4249,1.4096,1.42315
2009-07-20,1.42311,1.42772,1.41638,1.42254
2009-07-21,1.42248,1.42576,1.41558,1.42196
2009-07-22,1.422,1.42914,1.41192,1.41422
2009-07-23,1.41426,1.42538,1.41359,1.42021
2009-07-25,1.42082,1.42295,1.42082,1.42257
2009-07-26,1.42262,1.42984,1.41723,1.42314
2009-07-27,1.4231,1.43046,1.4131,1.41672
